,state,district,month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,new_enrolments,total_updates,total_activity,stress_index,update_dependency_ratio,is_active,adult_total_updates,bds,child_total_activity,cci
25,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
26,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2025-09-01,15.0,0.0,0.0,3.0,69.0,24.0,87.0,15.0,183.0,198.0,11.4375,0.9195979899497487,1,156.0,0.554140127388535,27.0,0.8571428571428571
27,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2025-10-01,7.0,0.0,0.0,1.0,38.0,16.0,54.0,7.0,109.0,116.0,13.625,0.9316239316239316,1,92.0,0.5806451612903226,17.0,0.8888888888888888
28,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2025-11-01,8.0,0.0,0.0,1.0,103.0,10.0,71.0,8.0,185.0,193.0,20.555555555555557,0.9536082474226805,1,174.0,0.4057142857142857,11.0,0.8333333333333334
29,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2025-12-01,8.0,0.0,0.0,1.0,89.0,11.0,94.0,8.0,195.0,203.0,21.666666666666668,0.9558823529411765,1,183.0,0.5108695652173914,12.0,0.8461538461538461
30,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,2025-03-01,0.0,0.0,0.0,32.0,360.0,178.0,101.0,0.0,671.0,671.0,671.0,0.9985119047619048,1,461.0,0.21861471861471862,210.0,0.8436018957345972
31,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,2025-04-01,0.0,0.0,0.0,0.0,0.0,151.0,117.0,0.0,268.0,268.0,268.0,0.9962825278810409,1,117.0,0.9915254237288136,151.0,0.993421052631579
32,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,2025-05-01,0.0,0.0,0.0,0.0,0.0,34.0,50.0,0.0,84.0,84.0,84.0,0.9882352941176471,1,50.0,0.9803921568627451,34.0,0.9714285714285714
33,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,2025-06-01,0.0,0.0,0.0,0.0,0.0,61.0,75.0,0.0,136.0,136.0,136.0,0.9927007299270073,1,75.0,0.9868421052631579,61.0,0.9838709677419355
34,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,2025-07-01,0.0,0.0,0.0,0.0,0.0,95.0,147.0,0.0,242.0,242.0,242.0,0.9958847736625515,1,147.0,0.9932432432432432,95.0,0.9895833333333334
35,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
36,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,2025-09-01,41.0,6.0,0.0,2.0,149.0,93.0,155.0,47.0,399.0,446.0,8.3125,0.8926174496644296,1,304.0,0.5081967213114754,101.0,0.9117647058823529
37,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,2025-10-01,6.0,4.0,0.0,9.0,50.0,36.0,63.0,10.0,158.0,168.0,14.363636363636363,0.9349112426035503,1,113.0,0.5526315789473685,49.0,0.72
38,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,2025-11-01,12.0,0.0,0.0,5.0,105.0,132.0,58.0,12.0,300.0,312.0,23.076923076923077,0.9584664536741214,1,163.0,0.35365853658536583,137.0,0.9565217391304348
39,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,2025-12-01,5.0,1.0,0.0,10.0,65.0,212.0,53.0,6.0,340.0,346.0,48.57142857142857,0.9798270893371758,1,118.0,0.44537815126050423,223.0,0.9464285714285714
40,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2025-03-01,0.0,0.0,0.0,20.0,402.0,470.0,347.0,0.0,1239.0,1239.0,1239.0,0.9991935483870967,1,749.0,0.46266666666666667,490.0,0.9572301425661914
41,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2025-04-01,0.0,0.0,0.0,0.0,0.0,623.0,348.0,0.0,971.0,971.0,971.0,0.9989711934156379,1,348.0,0.997134670487106,623.0,0.9983974358974359
42,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2025-05-01,0.0,0.0,0.0,0.0,0.0,272.0,250.0,0.0,522.0,522.0,522.0,0.9980879541108987,1,250.0,0.9960159362549801,272.0,0.9963369963369964
43,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2025-06-01,0.0,0.0,0.0,0.0,0.0,292.0,453.0,0.0,745.0,745.0,745.0,0.9986595174262735,1,453.0,0.9977973568281938,292.0,0.9965870307167235
44,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2025-07-01,0.0,0.0,0.0,40.0,398.0,351.0,648.0,0.0,1437.0,1437.0,1437.0,0.9993045897079277,1,1046.0,0.6189111747851003,391.0,0.8954081632653061
45,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
46,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2025-09-01,38.0,2.0,0.0,10.0,240.0,559.0,187.0,40.0,996.0,1036.0,24.29268292682927,0.9604628736740598,1,427.0,0.4369158878504673,571.0,0.9772727272727273
47,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2025-10-01,20.0,1.0,0.0,8.0,141.0,303.0,108.0,21.0,560.0,581.0,25.454545454545453,0.9621993127147767,1,249.0,0.432,312.0,0.9680511182108626
48,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2025-11-01,31.0,0.0,0.0,21.0,294.0,467.0,114.0,31.0,896.0,927.0,28.0,0.9655172413793104,1,408.0,0.2787286063569682,488.0,0.9550102249488752
49,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2025-12-01,39.0,1.0,0.0,13.0,422.0,443.0,148.0,40.0,1026.0,1066.0,25.024390243902438,0.9615745079662605,1,570.0,0.2591943957968476,457.0,0.9672489082969432
50,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,2025-03-01,0.0,0.0,0.0,74.0,450.0,948.0,450.0,0.0,1922.0,1922.0,1922.0,0.999479979199168,1,900.0,0.49944506104328523,1022.0,0.9266862170087976
51,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,2025-04-01,0.0,0.0,0.0,0.0,0.0,839.0,482.0,0.0,1321.0,1321.0,1321.0,0.9992435703479576,1,482.0,0.9979296066252588,839.0,0.9988095238095238
52,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,2025-05-01,0.0,0.0,0.0,0.0,0.0,654.0,455.0,0.0,1109.0,1109.0,1109.0,0.9990990990990991,1,455.0,0.9978070175438597,654.0,0.9984732824427481
53,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,2025-06-01,0.0,0.0,0.0,0.0,0.0,481.0,442.0,0.0,923.0,923.0,923.0,0.9989177489177489,1,442.0,0.9977426636568849,481.0,0.9979253112033195
54,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,2025-07-01,0.0,0.0,0.0,0.0,0.0,629.0,699.0,0.0,1328.0,1328.0,1328.0,0.999247554552295,1,699.0,0.9985714285714286,629.0,0.9984126984126984
55,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
56,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,2025-09-01,54.0,4.0,0.0,59.0,344.0,1045.0,285.0,58.0,1733.0,1791.0,29.372881355932204,0.9670758928571429,1,629.0,0.4523809523809524,1108.0,0.9422903516681695
57,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,2025-10-01,26.0,3.0,0.0,55.0,304.0,542.0,190.0,29.0,1091.0,1120.0,36.36666666666667,0.9732381801962533,1,494.0,0.3838383838383838,600.0,0.9018302828618968
58,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,2025-11-01,45.0,3.0,0.0,113.0,711.0,532.0,216.0,48.0,1572.0,1620.0,32.08163265306123,0.9697717458359038,1,927.0,0.23275862068965517,648.0,0.8197226502311248
59,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,2025-12-01,53.0,2.0,0.0,133.0,1148.0,959.0,272.0,55.0,2512.0,2567.0,44.857142857142854,0.9781931464174455,1,1420.0,0.19141449683321604,1094.0,0.8757990867579909
60,ANDHRA PRADESH,ADILABAD,2025-03-01,0.0,0.0,0.0,390.0,3950.0,897.0,4366.0,0.0,9603.0,9603.0,9603.0,0.9998958767180341,1,8316.0,0.5249488998436936,1287.0,0.6964285714285714
61,ANDHRA PRADESH,ADILABAD,2025-04-01,0.0,0.0,0.0,0.0,0.0,694.0,2822.0,0.0,3516.0,3516.0,3516.0,0.9997156667614444,1,2822.0,0.9996457669146298,694.0,0.9985611510791367
62,ANDHRA PRADESH,ADILABAD,2025-05-01,0.0,0.0,0.0,0.0,0.0,961.0,2457.0,0.0,3418.0,3418.0,3418.0,0.999707516817783,1,2457.0,0.999593165174939,961.0,0.998960498960499
63,ANDHRA PRADESH,ADILABAD,2025-06-01,0.0,0.0,0.0,0.0,0.0,1921.0,3719.0,0.0,5640.0,5640.0,5640.0,0.9998227264669385,1,3719.0,0.999731182795699,1921.0,0.9994797086368367
64,ANDHRA PRADESH,ADILABAD,2025-07-01,0.0,0.0,0.0,0.0,0.0,1321.0,5807.0,0.0,7128.0,7128.0,7128.0,0.9998597278720718,1,5807.0,0.9998278236914601,1321.0,0.9992435703479576
65,ANDHRA PRADESH,ADILABAD,2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
66,ANDHRA PRADESH,ADILABAD,2025-09-01,523.0,131.0,0.0,348.0,5241.0,1108.0,6511.0,654.0,13208.0,13862.0,20.164885496183206,0.9527519295967684,1,11752.0,0.5539862162852037,1587.0,0.6977329974811083
67,ANDHRA PRADESH,ADILABAD,2025-10-01,236.0,71.0,1.0,459.0,4477.0,2245.0,5259.0,308.0,12440.0,12748.0,40.25889967637541,0.9757628049258765,1,9736.0,0.5401047550580261,2775.0,0.8087175792507204
68,ANDHRA PRADESH,ADILABAD,2025-11-01,286.0,63.0,0.0,764.0,6371.0,1420.0,4140.0,349.0,12695.0,13044.0,36.27142857142857,0.9731697968570333,1,10511.0,0.3938356164383562,2247.0,0.6316725978647687
69,ANDHRA PRADESH,ADILABAD,2025-12-01,92.0,16.0,0.0,635.0,6656.0,1641.0,4749.0,108.0,13681.0,13789.0,125.5137614678899,0.9920957215373459,1,11405.0,0.4163598106259863,2292.0,0.7156563453990405
70,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,2025-03-01,0.0,0.0,0.0,507.0,4448.0,585.0,1408.0,0.0,6948.0,6948.0,6948.0,0.9998560944020722,1,5856.0,0.24039610722212737,1092.0,0.535224153705398
71,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,2025-04-01,0.0,0.0,0.0,0.0,0.0,877.0,1092.0,0.0,1969.0,1969.0,1969.0,0.999492385786802,1,1092.0,0.9990850869167429,877.0,0.9988610478359908
72,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,2025-05-01,0.0,0.0,0.0,0.0,0.0,1125.0,964.0,0.0,2089.0,2089.0,2089.0,0.9995215311004785,1,964.0,0.9989637305699481,1125.0,0.9991119005328597
73,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,2025-06-01,0.0,0.0,0.0,29.0,138.0,1717.0,1219.0,0.0,3103.0,3103.0,3103.0,0.9996778350515464,1,1357.0,0.8976435935198822,1746.0,0.9828277046365197
74,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,2025-07-01,0.0,0.0,0.0,0.0,0.0,718.0,1130.0,0.0,1848.0,1848.0,1848.0,0.9994591671173607,1,1130.0,0.9991158267020336,718.0,0.9986091794158554
75,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
76,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,2025-09-01,332.0,47.0,8.0,219.0,1349.0,700.0,711.0,387.0,2979.0,3366.0,7.677835051546392,0.8847638847638848,1,2060.0,0.34497816593886466,966.0,0.7238883143743536
77,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,2025-10-01,265.0,26.0,4.0,195.0,1360.0,749.0,1270.0,295.0,3574.0,3869.0,12.074324324324325,0.9235142118863049,1,2630.0,0.4827061953629799,970.0,0.7713697219361483
78,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,2025-11-01,280.0,32.0,14.0,307.0,1925.0,1099.0,1013.0,326.0,4344.0,4670.0,13.284403669724771,0.9299935773924213,1,2938.0,0.3446750595440626,1438.0,0.763724808895066
79,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,2025-12-01,228.0,11.0,8.0,312.0,2082.0,868.0,1362.0,247.0,4624.0,4871.0,18.64516129032258,0.9490968801313628,1,3444.0,0.395355587808418,1191.0,0.7281879194630873
80,ANDHRA PRADESH,ANAKAPALLI,2025-03-01,0.0,0.0,0.0,373.0,2791.0,218.0,234.0,0.0,3616.0,3616.0,3616.0,0.9997235277854576,1,3025.0,0.07732980832782552,591.0,0.36824324324324326
81,ANDHRA PRADESH,ANAKAPALLI,2025-04-01,0.0,0.0,0.0,0.0,0.0,598.0,342.0,0.0,940.0,940.0,940.0,0.9989373007438895,1,342.0,0.9970845481049563,598.0,0.998330550918197
82,ANDHRA PRADESH,ANAKAPALLI,2025-05-01,0.0,0.0,0.0,0.0,0.0,565.0,480.0,0.0,1045.0,1045.0,1045.0,0.9990439770554493,1,480.0,0.997920997920998,565.0,0.9982332155477032
83,ANDHRA PRADESH,ANAKAPALLI,2025-06-01,0.0,0.0,0.0,94.0,488.0,579.0,449.0,0.0,1610.0,1610.0,1610.0,0.9993792675356921,1,937.0,0.47867803837953093,673.0,0.8590504451038575
84,ANDHRA PRADESH,ANAKAPALLI,2025-07-01,0.0,0.0,0.0,84.0,472.0,214.0,281.0,0.0,1051.0,1051.0,1051.0,0.9990494296577946,1,753.0,0.3726790450928382,298.0,0.7157190635451505
85,ANDHRA PRADESH,ANAKAPALLI,2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
86,ANDHRA PRADESH,ANAKAPALLI,2025-09-01,146.0,4.0,0.0,165.0,1411.0,111.0,292.0,150.0,1979.0,2129.0,13.105960264900663,0.9291079812206573,1,1703.0,0.17136150234741784,280.0,0.39501779359430605
87,ANDHRA PRADESH,ANAKAPALLI,2025-10-01,86.0,4.0,0.0,240.0,1194.0,373.0,281.0,90.0,2088.0,2178.0,22.945054945054945,0.9582377237264801,1,1475.0,0.19037940379403795,617.0,0.6035598705501618
88,ANDHRA PRADESH,ANAKAPALLI,2025-11-01,169.0,4.0,4.0,355.0,1788.0,429.0,303.0,177.0,2875.0,3052.0,16.151685393258425,0.9416966917785784,1,2091.0,0.14483747609942638,788.0,0.5437262357414449
89,ANDHRA PRADESH,ANAKAPALLI,2025-12-01,122.0,0.0,4.0,461.0,3544.0,455.0,519.0,126.0,4979.0,5105.0,39.20472440944882,0.9751273012142577,1,4063.0,0.12770669291338582,916.0,0.4961832061068702
90,ANDHRA PRADESH,ANANTAPUR,2025-03-01,0.0,0.0,0.0,953.0,19013.0,3363.0,6499.0,0.0,29828.0,29828.0,29828.0,0.9999664755774582,1,25512.0,0.25473288127621213,4316.0,0.7790132036136206
91,ANDHRA PRADESH,ANANTAPUR,2025-04-01,0.0,0.0,0.0,0.0,0.0,5252.0,6078.0,0.0,11330.0,11330.0,11330.0,0.9999117465360515,1,6078.0,0.9998354992597467,5252.0,0.9998096325909004
92,ANDHRA PRADESH,ANANTAPUR,2025-05-01,0.0,0.0,0.0,0.0,0.0,5334.0,6348.0,0.0,11682.0,11682.0,11682.0,0.9999144055465206,1,6348.0,0.9998424948810837,5334.0,0.9998125585754452
93,ANDHRA PRADESH,ANANTAPUR,2025-06-01,0.0,0.0,0.0,54.0,1132.0,5129.0,6852.0,0.0,13167.0,13167.0,13167.0,0.9999240583232077,1,7984.0,0.8581089542892925,5183.0,0.9893904320987654
94,ANDHRA PRADESH,ANANTAPUR,2025-07-01,0.0,0.0,0.0,0.0,0.0,1990.0,5806.0,0.0,7796.0,7796.0,7796.0,0.9998717455431576,1,5806.0,0.9998277940416739,1990.0,0.9994977398292315
95,ANDHRA PRADESH,ANANTAPUR,2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
96,ANDHRA PRADESH,ANANTAPUR,2025-09-01,1266.0,122.0,0.0,739.0,7908.0,1548.0,4191.0,1388.0,14386.0,15774.0,10.357091432685385,0.9119492868462757,1,12099.0,0.3463636363636364,2409.0,0.6423236514522822
97,ANDHRA PRADESH,ANANTAPUR,2025-10-01,979.0,80.0,0.0,2087.0,7830.0,5574.0,6560.0,1059.0,22051.0,23110.0,20.802830188679245,0.9541343948768984,1,14390.0,0.45584045584045585,7741.0,0.7199690002583312
98,ANDHRA PRADESH,ANANTAPUR,2025-11-01,1232.0,88.0,0.0,2975.0,11056.0,4338.0,6853.0,1320.0,25222.0,26542.0,19.093111279333836,0.9502316995064612,1,17909.0,0.3826353992183138,7401.0,0.5860578222102134
99,ANDHRA PRADESH,ANANTAPUR,2025-12-01,612.0,36.0,0.0,2148.0,12850.0,3306.0,8544.0,648.0,26848.0,27496.0,41.368258859784284,0.9763974251736554,1,21394.0,0.39934564150502455,5490.0,0.6020761245674741
100,ANDHRA PRADESH,ANANTHAPUR,2025-03-01,0.0,0.0,0.0,2020.0,7310.0,11722.0,2215.0,0.0,23267.0,23267.0,23267.0,0.9999570225201995,1,9525.0,0.2325215200503884,13742.0,0.8529433165975405
101,ANDHRA PRADESH,ANANTHAPUR,2025-04-01,0.0,0.0,0.0,0.0,0.0,15832.0,2062.0,0.0,17894.0,17894.0,17894.0,0.999944118468846,1,2062.0,0.9995152690256908,15832.0,0.9999368407755953
102,ANDHRA PRADESH,ANANTHAPUR,2025-05-01,0.0,0.0,0.0,0.0,0.0,10603.0,2055.0,0.0,12658.0,12658.0,12658.0,0.999921004818706,1,2055.0,0.9995136186770428,10603.0,0.9999056959637872
103,ANDHRA PRADESH,ANANTHAPUR,2025-06-01,0.0,0.0,0.0,0.0,0.0,8820.0,2534.0,0.0,11354.0,11354.0,11354.0,0.9999119330691325,1,2534.0,0.9996055226824457,8820.0,0.9998866341684616
104,ANDHRA PRADESH,ANANTHAPUR,2025-07-01,0.0,0.0,0.0,0.0,0.0,2655.0,2114.0,0.0,4769.0,4769.0,4769.0,0.9997903563941299,1,2114.0,0.9995271867612293,2655.0,0.9996234939759037
105,ANDHRA PRADESH,ANANTHAPUR,2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
106,ANDHRA PRADESH,ANANTHAPUR,2025-09-01,521.0,50.0,0.0,384.0,2482.0,1685.0,1516.0,571.0,6067.0,6638.0,10.606643356643357,0.9138424461515289,1,3998.0,0.37909477369342337,2119.0,0.7948113207547169
107,ANDHRA PRADESH,ANANTHAPUR,2025-10-01,418.0,39.0,0.0,2069.0,2703.0,5552.0,2105.0,457.0,12429.0,12886.0,27.137554585152838,0.9644603088383642,1,4808.0,0.437720939904346,7660.0,0.724709567941522
108,ANDHRA PRADESH,ANANTHAPUR,2025-11-01,476.0,34.0,0.0,2695.0,3911.0,3738.0,2396.0,510.0,12740.0,13250.0,24.931506849315067,0.9614368726888537,1,6307.0,0.37983512999365887,6467.0,0.577922077922078
109,ANDHRA PRADESH,ANANTHAPUR,2025-12-01,428.0,28.0,0.0,1924.0,4528.0,3475.0,3053.0,456.0,12980.0,13436.0,28.40262582056893,0.9659894321649177,1,7581.0,0.40266420469533104,5427.0,0.6401989683124539
110,ANDHRA PRADESH,ANANTHAPURAMU,2025-03-01,0.0,0.0,0.0,2547.0,7891.0,14063.0,2087.0,0.0,26588.0,26588.0,26588.0,0.9999623904622212,1,9978.0,0.20913919230383807,16610.0,0.8466076696165191
111,ANDHRA PRADESH,ANANTHAPURAMU,2025-04-01,0.0,0.0,0.0,440.0,1864.0,21835.0,1945.0,0.0,26084.0,26084.0,26084.0,0.999961663791451,1,3809.0,0.510498687664042,22275.0,0.980202908960316
112,ANDHRA PRADESH,ANANTHAPURAMU,2025-05-01,0.0,0.0,0.0,1538.0,5976.0,16807.0,2592.0,0.0,26913.0,26913.0,26913.0,0.9999628446161849,1,8568.0,0.30248570428288013,18345.0,0.9161125040880846
113,ANDHRA PRADESH,ANANTHAPURAMU,2025-06-01,0.0,0.0,0.0,943.0,3556.0,13860.0,2868.0,0.0,21227.0,21227.0,21227.0,0.9999528924062558,1,6424.0,0.44638132295719846,14803.0,0.9362334504188057
114,ANDHRA PRADESH,ANANTHAPURAMU,2025-07-01,0.0,0.0,0.0,1146.0,5298.0,3740.0,2292.0,0.0,12476.0,12476.0,12476.0,0.9999198525286527,1,7590.0,0.30193650375444603,4886.0,0.7652956824227543
115,ANDHRA PRADESH,ANANTHAPURAMU,2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
