state,district,mean_update_to_enrolment_ratio,mean_update_dependency,update_to_enrolment_ratio_volatility,dependency_volatility,pct_active_months,activity_growth_slope,maturity_cluster,mean_monthly_activity
ANDHRA PRADESH,ANNAMAYYA,2609.908647700486,0.8755163124301903,2965.170088625938,0.3094443254824552,0.9,5.072727272727279,0,4436.7
ANDHRA PRADESH,BAPATLA,882.492952576786,0.880604261099349,1080.4537872808276,0.3103982575968017,0.9,196.63030303030305,0,1998.8
ANDHRA PRADESH,CHITTOOR,24137.259490707605,0.8809316591060675,27316.074949521684,0.3107328416645399,0.9,-1021.5575757575758,3,42927.3
ANDHRA PRADESH,CUDDAPAH,13320.370364789598,0.8797036927760535,14790.686882999917,0.3103925744360231,0.9,492.75757575757575,3,26039.7
ANDHRA PRADESH,DR. B. R. AMBEDKAR KONASEEMA,788.7795652497443,0.8795020538118978,981.9753971500432,0.3102620667755,0.9,307.2787878787879,0,2212.7
ANDHRA PRADESH,EAST GODAVARI,25389.000085543037,0.8842216428571668,28610.88832974735,0.3115066913266406,0.9,-457.6424242424244,3,46555.3
ANDHRA PRADESH,ELURU,1001.9878334555012,0.8836005110170069,1335.413892767307,0.3111713621536732,0.9,312.8545454545455,0,2644.3
ANDHRA PRADESH,GUNTUR,27591.923147115984,0.8796557598760112,30762.422492789075,0.3103177609815093,0.9,-1421.951515151515,3,47864.4
ANDHRA PRADESH,HYDERABAD,6821.741062990535,0.8736395056794389,7538.933696910964,0.3090650865368771,0.9,914.2545454545456,0,14679.0
ANDHRA PRADESH,K.V. RANGAREDDY,17.62638888888889,0.5747382912957605,19.63633538719156,0.4949022588680183,0.6,18.26060606060606,1,58.9
ANDHRA PRADESH,K.V.RANGAREDDY,10.477361111111112,0.4741642481123348,12.456834179898753,0.5000090046958175,0.5,48.0,1,136.0
ANDHRA PRADESH,KAKINADA,2011.7281970466888,0.879947471881086,2473.0806009341545,0.3102813792316554,0.9,186.01212121212123,0,4093.6
ANDHRA PRADESH,KARIM NAGAR,67.18014827201783,0.8791003430664757,54.9508101631935,0.3093960981956788,0.9,75.60000000000001,0,293.0
ANDHRA PRADESH,KARIMNAGAR,829.3492938298211,0.8862071027708073,943.8338785475984,0.3119339821879978,0.9,490.3454545454546,0,2811.7
ANDHRA PRADESH,KHAMMAM,2755.9673889721807,0.8899103421736111,3299.226311705693,0.313036792277218,0.9,874.5757575757576,0,7445.9
ANDHRA PRADESH,KRISHNA,18916.971650463416,0.8828496343352839,20950.079997962766,0.311062933413911,0.9,-201.0121212121213,3,35183.3
ANDHRA PRADESH,KURNOOL,33036.14177422986,0.8756667253792821,36013.22502373132,0.3095541106835875,0.9,-2773.0181818181813,3,54004.8
ANDHRA PRADESH,MAHABUB NAGAR,175.2606790617936,0.8756535915139485,212.1857422772086,0.3090904644136996,0.9,885.7212121212123,0,2817.6
ANDHRA PRADESH,MAHABUBNAGAR,9.2,0.3802246128907043,13.656398581698696,0.4910294156315846,0.4,7.53939393939394,1,20.8
ANDHRA PRADESH,MAHBUBNAGAR,757.2127095756008,0.8833408658973694,915.3867659626188,0.3112131946179416,0.9,407.8545454545455,0,2535.8
ANDHRA PRADESH,MEDAK,1130.234440135346,0.8775227232994812,1295.698797404874,0.3098956546316051,0.9,582.4606060606061,0,3681.4
ANDHRA PRADESH,N. T. R,2790.378291308172,0.8839112368302191,3403.5025155386006,0.3112918007005905,0.9,65.04242424242425,0,5256.2
ANDHRA PRADESH,NALGONDA,1573.8381888326824,0.8899025379268364,1820.8206370780265,0.3130192204977204,0.9,1326.739393939394,0,6366.4
ANDHRA PRADESH,NANDYAL,2318.3671766169145,0.8749847977442974,2878.6986425517584,0.3092277755064155,0.9,40.763636363636365,0,3893.0
ANDHRA PRADESH,NELLORE,11980.375384370727,0.8796455722108215,13091.42134920981,0.3103897690462418,0.9,342.769696969697,3,23196.7
ANDHRA PRADESH,NIZAMABAD,561.3368091434886,0.8803954460839508,593.1021432136395,0.3106080281294328,0.9,266.92121212121214,0,1704.4
ANDHRA PRADESH,PALNADU,2097.335050240431,0.8756180121855698,2873.1682688002047,0.3094661104334081,0.9,40.54545454545455,0,3640.8
ANDHRA PRADESH,PARVATHIPURAM MANYAM,1055.2482035716262,0.8764345323310092,1154.5380539528812,0.3098915710965157,0.9,67.44848484848485,0,2052.9
ANDHRA PRADESH,PRAKASAM,15951.546190660503,0.8786566226768538,20877.61767455396,0.3100966338786089,0.9,145.67272727272726,3,34042.0
ANDHRA PRADESH,RANGAREDDI,3463.7758982435453,0.8819107577126907,3861.969565217911,0.310865763273262,0.9,618.3272727272728,0,7874.4
ANDHRA PRADESH,SPSR NELLORE,0.0,0.0,0.0,0.0,0.3,-35.193939393939395,2,218.3
ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,1397.0018706847873,0.8641083746330874,1896.639956799274,0.3077776840046338,0.9,339.3333333333333,0,3381.4
ANDHRA PRADESH,SRI SATHYA SAI,1536.9003433326152,0.876468640690123,1794.1122801312642,0.3096351842221806,0.9,244.9818181818182,0,3346.0
ANDHRA PRADESH,SRIKAKULAM,20145.921142427607,0.8859242189671603,24978.35764646077,0.3119185583084582,0.9,-2354.0,3,33260.6
ANDHRA PRADESH,TIRUPATI,2337.442487578518,0.8661302200815006,2929.3396033444087,0.3080199833183677,0.9,222.5757575757576,0,4534.7
ANDHRA PRADESH,VISAKHAPATANAM,0.0,0.0,0.0,0.0,0.1,-4.109090909090909,2,22.6
ANDHRA PRADESH,VISAKHAPATNAM,28494.13636248419,0.8819768402110097,32345.70347713476,0.3108285953131364,0.9,-2427.587878787879,3,47667.4
ANDHRA PRADESH,VIZIANAGARAM,13589.56044343283,0.8839862559848749,15588.514463031655,0.3114754992517396,0.9,-540.3939393939394,3,24274.1
ANDHRA PRADESH,WARANGAL,3454.2842534301853,0.8916131962651453,4169.816550441196,0.3135016405578035,0.9,861.0848484848485,0,8758.3
ANDHRA PRADESH,WEST GODAVARI,19580.008568840884,0.8839660675421903,21804.53951914273,0.3114133013341941,0.9,-540.2484848484848,3,35315.5
ANDHRA PRADESH,Y. S. R,2042.068518214158,0.8794090948513837,2287.7135202003383,0.3101983131335186,0.9,156.0909090909091,0,3761.7
ARUNACHAL PRADESH,ANJAW,106.30681818181816,0.881901143395328,110.54112521530588,0.3105513158136096,0.9,4.363636363636363,0,196.8
ARUNACHAL PRADESH,CHANGLANG,509.53506164302337,0.8645286112250288,649.5368839006859,0.3086037556071175,0.9,138.56363636363636,0,1464.5
ARUNACHAL PRADESH,DIBANG VALLEY,38.47,0.8664834901848657,34.49135318372482,0.3055893591403159,0.9,10.58787878787879,0,64.1
ARUNACHAL PRADESH,EAST KAMENG,235.1568227304097,0.8786720236386069,235.50765075224908,0.3096760945914028,0.9,44.26666666666667,0,590.0
ARUNACHAL PRADESH,EAST SIANG,172.90482321959604,0.8825587295006786,165.03510597137165,0.3107771333876157,0.9,111.83030303030304,0,599.2
ARUNACHAL PRADESH,KAMLE,12.802380952380952,0.5505435201387681,20.32957863428851,0.4758991996723788,0.6,9.339393939393942,1,49.1
ARUNACHAL PRADESH,KRA DAADI,107.97419071976616,0.8551250098399503,116.36572049145694,0.3053184947786231,0.9,-8.975757575757575,0,183.5
ARUNACHAL PRADESH,KURUNG KUMEY,251.74355193539404,0.876652799068431,262.73623320730906,0.3094458945472306,0.9,-33.58787878787879,0,380.0
ARUNACHAL PRADESH,LEPARADA,3.8,0.3481481481481481,6.129165250396392,0.4517405246381664,0.4,2.254545454545455,1,6.2
ARUNACHAL PRADESH,LOHIT,249.66394557823128,0.8779490449249702,264.5912633635322,0.3097051477511957,0.9,53.290909090909096,0,592.3
ARUNACHAL PRADESH,LONGDING,164.06928668885297,0.7823050521724804,217.0681321564377,0.3248269444719517,0.9,14.927272727272728,0,498.1
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,145.8957288401254,0.8763829242475605,158.00715352932792,0.3093126318959271,0.9,31.418181818181814,0,351.4
ARUNACHAL PRADESH,LOWER SIANG,24.75846153846154,0.5745191855007595,38.70346820401327,0.4949138955700278,0.6,15.375757575757577,1,78.3
ARUNACHAL PRADESH,LOWER SUBANSIRI,208.3481350991171,0.8804990555168086,217.9624770297095,0.3101965799133663,0.9,14.375757575757577,0,430.6
ARUNACHAL PRADESH,NAMSAI,435.3785473117508,0.8806949168658598,446.9960598915586,0.3107620765513961,0.9,20.95757575757576,0,828.8
ARUNACHAL PRADESH,PAKKE KESSANG,8.55,0.4704187895253794,9.5755765709782,0.4960251140887896,0.5,3.618181818181818,1,16.5
ARUNACHAL PRADESH,PAPUM PARE,718.054184666529,0.8757807832019452,860.2906932657837,0.3093237040934891,0.9,13.878787878787874,0,1462.8
ARUNACHAL PRADESH,SHI-YOMI,25.59280303030303,0.8549485348669666,16.697050974040938,0.3027820267231222,0.9,20.775757575757577,0,80.2
ARUNACHAL PRADESH,SIANG,105.3443076923077,0.8660457586402108,96.45208991416408,0.3094592677420426,0.9,14.64848484848485,0,218.9
ARUNACHAL PRADESH,TAWANG,124.94267750040916,0.8696299119093582,126.47307787840288,0.3086774112978427,0.9,48.13939393939394,0,356.9
ARUNACHAL PRADESH,TIRAP,113.71717171717172,0.8762431054898643,116.66455695033017,0.3089817770880289,0.9,32.78787878787879,0,298.2
ARUNACHAL PRADESH,UPPER SIANG,104.9425,0.8883830932768338,73.34222299338295,0.3122805330309646,0.9,58.375757575757575,0,316.0
ARUNACHAL PRADESH,UPPER SUBANSIRI,343.1436564757482,0.8753103201317696,406.1843479620193,0.3091400906585415,0.9,-29.28484848484849,0,585.8
ARUNACHAL PRADESH,WEST KAMENG,329.4068176824457,0.8679835612608665,405.1764596142514,0.307702735417533,0.9,48.96363636363637,0,830.9
ARUNACHAL PRADESH,WEST SIANG,350.17934731934736,0.8828097557724804,502.6089985915243,0.3108770662960664,0.9,38.72727272727273,0,839.0
ASSAM,BAJALI,11.643333333333334,0.3829813425834824,19.375764739985343,0.4945333915638904,0.4,35.418181818181814,1,89.6
ASSAM,BAKSA,26.646300687563336,0.8075798964963244,51.59508646217886,0.2934169756260507,0.9,245.1757575757576,0,3816.6
ASSAM,BARPETA,47.68032813286365,0.8210308733251394,91.48027500315568,0.3004165623666377,0.9,1488.278787878788,0,16894.6
ASSAM,BISWANATH,633.0402752238658,0.8540413983258537,1180.4198678599162,0.304166050150215,0.9,169.87878787878788,0,2190.2
ASSAM,BONGAIGAON,34.63489441561932,0.8623981677130699,42.308302948528414,0.3040103429431661,0.9,70.0909090909091,0,7890.7
ASSAM,CACHAR,2167.170671289817,0.7827103328930145,5046.531379988592,0.3001544867523928,0.9,1238.4848484848485,0,14167.8
ASSAM,CHARAIDEO,517.4476124263657,0.830259513892741,920.0310937471996,0.3096552746273269,0.9,214.8181818181818,0,1939.5
ASSAM,CHIRANG,579.4147938875424,0.8211768664292945,1251.8880344957886,0.3093187953798744,0.9,532.8000000000001,0,4383.2
ASSAM,DARRANG,815.3421930516604,0.7937499264003482,2554.3040720718823,0.2864863962302118,0.9,625.9939393939395,0,6217.9
ASSAM,DHEMAJI,15.56134051148202,0.7437806007323408,31.44422758746874,0.3003394027627246,0.9,343.1878787878788,0,4998.0
ASSAM,DHUBRI,406.10789892793287,0.8283223607019927,1240.7056992921002,0.2947660933042245,0.9,1637.478787878788,0,15292.0
ASSAM,DIBRUGARH,32.60092012949836,0.7811783246023715,80.22448818146664,0.2944127908448929,0.9,173.2848484848485,0,6031.6
ASSAM,DIMA HASAO,5.363571428571428,0.3470360124327751,11.297008839961077,0.45086229665044,0.6,11.67878787878788,1,55.5
ASSAM,GOALPARA,875.1873277649563,0.7753058591730673,2741.639488476399,0.2894458549919606,0.9,938.0909090909092,0,7808.9
ASSAM,GOLAGHAT,1045.325807234866,0.6592262832115063,3290.766456619089,0.315187804422212,0.9,361.4121212121213,0,5958.3
ASSAM,HAILAKANDI,702.7495038873908,0.8091778096248865,1227.221934494573,0.296438107743916,0.9,871.9575757575758,0,4800.3
ASSAM,HOJAI,221.5964697261484,0.7987535349203763,653.6860365580519,0.2924665310417045,0.9,609.2,0,6136.0
ASSAM,JORHAT,707.0738309678179,0.7796451029239083,2207.256854170796,0.2990070982476411,0.9,421.7939393939394,0,4095.4
ASSAM,KAMRUP,26.13082001347841,0.7729018828704526,60.853368513366526,0.2914359813115751,0.9,1032.3272727272729,0,10150.2
ASSAM,KAMRUP METRO,943.7233289752888,0.8046709988938942,2957.184584019274,0.2889487707108202,0.9,433.8727272727273,0,5899.9
ASSAM,KARBI ANGLONG,1472.2804693442206,0.7993081527832365,3123.152320447516,0.3110101443215209,0.9,864.7757575757577,0,7843.4
ASSAM,KARIMGANJ,780.5173092124434,0.7165224651578559,2453.398241907199,0.2896764259721562,0.9,1894.612121212121,0,9189.3
ASSAM,KOKRAJHAR,10.930458048536886,0.8122736484315141,7.975829634670484,0.2891193572873048,0.9,286.3090909090909,0,5613.7
ASSAM,LAKHIMPUR,18.698249666582694,0.7752523153374955,39.04452282060208,0.2843502458441446,0.9,587.7757575757577,0,7238.3
ASSAM,MAJULI,228.8130209664811,0.8413370097805165,352.27613950225725,0.3100006697494665,0.9,47.92727272727273,0,717.8
ASSAM,MARIGAON,8.236738450402754,0.7671230920148905,7.157836921249023,0.2856695027631297,0.9,859.8000000000001,0,8823.3
ASSAM,NAGAON,883.1352172342522,0.854273416625586,2584.1426195124955,0.3030032626745784,0.9,3160.866666666667,0,22812.9
ASSAM,NALBARI,992.196772680787,0.828117866278847,2349.572418641065,0.2984512135269474,0.9,614.2727272727273,0,4509.3
ASSAM,NORTH CACHAR HILLS,166.18686334352734,0.7797424290336772,298.19013841588946,0.3253024874467791,0.9,104.5878787878788,0,868.1
ASSAM,SIBSAGAR,551.5234624297078,0.8022144524618768,988.796891981958,0.3038982878839685,0.9,433.53333333333336,0,2718.7
ASSAM,SIVASAGAR,0.0,0.0,0.0,0.0,0.2,-3.527272727272728,2,42.2
ASSAM,SONITPUR,22.70212804905725,0.7913009690923318,50.379663258116814,0.2867405536156422,0.9,948.3151515151516,0,8289.0
ASSAM,SOUTH SALMARA MANKACHAR,1022.688563721692,0.8317780806148967,2040.3315152115856,0.313030538561273,0.9,292.6727272727273,0,2736.7
ASSAM,SRIBHUMI,14.55819356034948,0.3856389709188807,24.795183370152884,0.4979532822488556,0.4,234.8181818181818,1,561.3
ASSAM,TAMULPUR DISTRICT,9.880357142857145,0.3812064834078059,15.597755272137029,0.4922432917288144,0.4,55.7030303030303,1,139.3
ASSAM,TINSUKIA,220.07025791082324,0.7528045562451736,670.4306244103792,0.3011730545280791,0.9,654.6545454545455,0,6288.2
ASSAM,UDALGURI,327.567377742408,0.8085206337418951,655.5354681072133,0.2976163353231653,0.9,315.969696969697,0,4669.3
ASSAM,WEST KARBI ANGLONG,69.09784468340577,0.5921101549610647,204.5517109781426,0.348437934335473,0.9,44.06666666666667,0,672.7
BALANAGAR,IDPL COLONY,0.2,0.0666666666666666,0.6324555320336759,0.2108185106778919,0.1,0.1090909090909091,2,0.2
BIHAR,ARARIA,10991.918065448031,0.8567827220470956,20819.20267673777,0.3041518999024047,0.9,988.448484848485,3,32633.8
BIHAR,ARWAL,1938.855383026624,0.8432245461602339,3706.899813504411,0.3007901708922345,0.9,286.5939393939394,0,6234.0
BIHAR,AURANGABAD,8808.313429800193,0.8657288662989634,12607.055223873353,0.3074748190732602,0.9,1174.509090909091,3,21244.0
BIHAR,AURANGABAD(BH),3.287218144174666,0.3542482278358629,4.519999177877334,0.4575999210888075,0.4,38.721212121212126,1,103.9
BIHAR,BANKA,7206.221721846506,0.8516349748330676,13401.437463546969,0.302249916439941,0.9,591.0848484848484,3,20742.1
BIHAR,BEGUSARAI,11419.673646053005,0.8631780351076699,18747.49043343248,0.3059136469116308,0.9,921.3636363636364,3,29340.7
BIHAR,BHABUA,1.9143398268398268,0.3265524597364647,2.630760251368633,0.4227444991641627,0.4,7.175757575757576,1,19.6
BIHAR,BHAGALPUR,105.79274309582998,0.8255032262541366,292.8919693235578,0.2970048971607567,0.9,242.339393939394,0,32440.2
BIHAR,BHOJPUR,8389.812108828679,0.8583980050841451,15399.820934717436,0.3049681590248534,0.9,1484.6424242424243,3,25269.4
BIHAR,BUXAR,5719.174762673665,0.8627889678325917,8701.933486410964,0.307155806890094,0.9,809.9030303030304,0,13817.0
BIHAR,DARBHANGA,14973.201491858888,0.8670863878856897,21669.960615600943,0.3072611997547677,0.9,1736.1878787878788,3,38007.3
BIHAR,EAST CHAMPARAN,13134.466722268711,0.8441787750709855,27065.383973519205,0.3011896709976701,0.9,3279.3515151515157,3,48948.5
BIHAR,GAYA,9356.403904302348,0.8255747761702696,29557.667727830023,0.292544680649641,0.9,-40.64848484848476,3,40774.7
BIHAR,GOPALGANJ,5496.454176737633,0.8311130965350934,12764.458208119504,0.2967913011224702,0.9,1228.721212121212,3,22449.9
BIHAR,JAMUI,3814.9644884314575,0.836858274542627,9378.596835001435,0.2975871930075883,0.9,691.1818181818181,0,15945.9
BIHAR,JEHANABAD,2390.292172028543,0.8541349813937467,5128.47985827388,0.3028947809771838,0.9,575.6969696969697,0,8867.4
BIHAR,KAIMUR (BHABUA),2364.0775657455115,0.8496819961536136,7427.816374869359,0.299873928020023,0.9,881.0909090909091,0,15300.0
BIHAR,KATIHAR,14224.17305899132,0.8667324157264856,25049.16678034475,0.3061714509049563,0.9,1210.3515151515153,3,41392.4
BIHAR,KHAGARIA,6654.730901011024,0.8644770315702314,8873.769158632247,0.3071927028930812,0.9,1030.9575757575758,0,16372.4
BIHAR,KISHANGANJ,11201.782903236348,0.8785799039154328,14324.597362625873,0.3102026668569537,0.9,2113.29696969697,3,29518.4
BIHAR,LAKHISARAI,2977.653589239357,0.8398141264246849,5490.486151321239,0.3028907519824442,0.9,748.478787878788,0,10453.5
BIHAR,MADHEPURA,9574.658237991142,0.8699978461552735,12337.556549604147,0.3080288877859992,0.9,926.2242424242424,3,21812.5
BIHAR,MADHUBANI,38.02960574400913,0.8412087402567943,75.38934882911325,0.2974954705794311,0.9,1096.0,0,44575.6
BIHAR,MONGHYR,3.442114845938376,0.3499185021680777,5.459547860367712,0.4527109725606619,0.4,15.745454545454546,1,43.0
BIHAR,MUNGER,2773.7936984031007,0.847124849125499,7025.275387028739,0.2997122730764924,0.9,498.1636363636364,0,11250.5
BIHAR,MUZAFFARPUR,115.23637814892211,0.8285104219327228,330.0751999337923,0.2946119611304443,0.9,1852.909090909091,0,44431.6
BIHAR,NALANDA,7376.368511765257,0.8500361565730227,13884.266572449842,0.3020535396692455,0.9,2200.121212121212,3,28502.0
BIHAR,NAWADA,6550.273990774077,0.8297004067214834,10929.633601400636,0.3033738636121958,0.9,883.4303030303031,3,18817.6
BIHAR,PASHCHIM CHAMPARAN,11.161747115113988,0.4752524594614137,13.918698116974229,0.5011056654254166,0.8,-131.95151515151514,1,1783.2
BIHAR,PATNA,110.6213662553525,0.8516577650592053,294.8948493931478,0.3004740250551324,0.9,3080.327272727273,0,47743.0
BIHAR,PURBA CHAMPARAN,3.983074323573223,0.3593858413934746,5.789147025643004,0.4643607902610402,0.4,49.26666666666667,1,132.5
BIHAR,PURBI CHAMPARAN,0.0,0.0,0.0,0.0,0.3,-181.54545454545453,2,1487.1
BIHAR,PURNEA,308.67024386252046,0.8784801092319008,318.2580637556792,0.3097465089787367,0.9,84.28484848484848,0,801.7
BIHAR,PURNIA,8329.47901986761,0.8552737349757316,19425.0412847708,0.3028867167535453,0.9,1120.8545454545456,3,39202.5
BIHAR,ROHTAS,9233.843313392184,0.8778092866772107,12321.523140665391,0.3097144263033922,0.9,1961.660606060606,3,23739.4
BIHAR,SAHARSA,5857.468662256532,0.8424435541509674,13158.307225175302,0.2985105463771601,0.9,445.6848484848485,3,21410.6
BIHAR,SAMASTIPUR,16166.277941269214,0.862975407635836,26691.930926530706,0.3059555639215162,0.9,1617.2848484848485,3,42166.4
BIHAR,SAMSTIPUR,3.955596638655462,0.3517942361281145,6.916195992390254,0.4551450878298392,0.4,27.56969696969697,1,72.5
BIHAR,SARAN,8240.675005769574,0.8383369260299416,20834.3981384723,0.2987311241683911,0.9,2166.3030303030305,3,34256.6
BIHAR,SHEIKHPURA,2945.4164561224397,0.8682903053203075,3638.1387857095374,0.308047963764024,0.9,422.739393939394,0,7171.0
BIHAR,SHEIKPURA,3.9727272727272727,0.3619306921317012,5.298788828080177,0.4674487545979666,0.4,11.612121212121211,1,34.0
BIHAR,SHEOHAR,2955.1951802387966,0.8643398762405642,4268.104846190407,0.307000767535471,0.9,232.10909090909087,0,6742.4
BIHAR,SITAMARHI,11.682944444872266,0.7831656268840088,14.775974412882489,0.2872048568803614,0.9,530.4363636363637,0,39408.0
BIHAR,SIWAN,6329.651437751896,0.8513152613991034,15056.755581907646,0.3020308284184307,0.9,1953.5454545454545,3,26483.7
BIHAR,SUPAUL,10463.836232233363,0.8658962872465285,15582.768775954635,0.3074322867489549,0.9,348.5939393939394,3,22969.2
BIHAR,VAISHALI,12540.880583258246,0.8589180087608093,21623.00398568145,0.3060927670167163,0.9,914.8666666666668,3,34176.1
BIHAR,WEST CHAMPARAN,10988.105202687711,0.8300282579253908,22887.8600600586,0.3013817484648783,0.9,3261.1393939393943,3,43064.4
CHANDIGARH,CHANDIGARH,9263.891131114262,0.8752323243049662,14463.271332457523,0.3091183687001371,0.9,-1198.8,3,16051.8
CHANDIGARH,MOHALI,1.1,0.275,1.728840330651992,0.3644080266357249,0.4,0.4666666666666667,1,1.1
CHANDIGARH,RUPNAGAR,2.3,0.3325757575757576,3.4334951418181574,0.4309896653323647,0.4,1.3636363636363635,1,3.7
CHHATISGARH,RAIPUR,0.9,0.2633333333333333,1.3703203194062978,0.3472822170391178,0.4,0.3818181818181818,1,0.9
CHHATTISGARH,BALOD,7737.942242842708,0.8876999794885337,8865.30865753455,0.3123745628727974,0.9,482.369696969697,0,14262.7
CHHATTISGARH,BALODA BAZAR,10846.276314539518,0.8821356249485774,14470.597307899669,0.3106210821030852,0.9,1862.5272727272727,3,26196.1
CHHATTISGARH,BALRAMPUR,4449.268749253345,0.8545888521518086,8538.081806367665,0.3045682949882711,0.9,907.1757575757576,0,11873.4
CHHATTISGARH,BASTAR,7855.9220101757,0.8735992152156964,8678.26758295328,0.3087193799926997,0.9,1852.939393939394,3,18042.3
CHHATTISGARH,BEMETARA,9034.427784487212,0.8840477154532664,10299.451398892465,0.3113875875376634,0.9,656.1939393939394,3,17317.4
CHHATTISGARH,BIJAPUR,8.479252054334777,0.7613918486875646,12.220666566044532,0.2750791394847843,0.9,237.55757575757576,0,4765.5
CHHATTISGARH,BILASPUR,13697.062055834967,0.8757954423741234,19705.6301728801,0.3092518472678581,0.9,2402.709090909091,3,35731.9
CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,1703.5887009348444,0.8716741800364206,2137.138216070624,0.3094674543821449,0.9,292.33333333333326,0,3433.1
CHHATTISGARH,DANTEWADA,1173.5609091119957,0.8734367328878807,1875.6277179922104,0.3102006125669364,0.9,185.4787878787879,0,2203.6
CHHATTISGARH,DHAMTARI,7118.263008025303,0.8865775690725597,7674.724987699666,0.3120586253527996,0.9,463.678787878788,0,13695.9
CHHATTISGARH,DURG,7814.835647805148,0.8849904549936835,12981.578138800784,0.3113189499979673,0.9,1549.8606060606062,3,26109.5
CHHATTISGARH,GARIYABAND,3082.153243308593,0.8855176440158736,3290.5497957126704,0.3118307526879761,0.9,1103.4242424242425,0,8122.9
CHHATTISGARH,GAURELA-PENDRA-MARWAHI,260.8014169360052,0.8780726159780942,311.40373428114765,0.3100006364913196,0.9,43.13939393939394,0,585.4
CHHATTISGARH,GAURELLA PENDRA MARWAHI,0.0,0.0,0.0,0.0,0.2,-13.606060606060607,2,98.3
CHHATTISGARH,JANJGIR - CHAMPA,5.387777777777778,0.3652944659704621,7.933282238656917,0.4726189138482858,0.4,18.33939393939394,1,44.8
CHHATTISGARH,JANJGIR CHAMPA,6.927965367965368,0.3696874696127051,11.795856127151414,0.4779159861677327,0.4,18.612121212121213,1,45.3
CHHATTISGARH,JANJGIR-CHAMPA,15477.648869752036,0.8848738733117459,17563.44784319601,0.3117232892341294,0.9,892.3333333333334,3,29745.3
CHHATTISGARH,JASHPUR,7095.815860521596,0.884275794359095,8533.807696385516,0.3115143179844459,0.9,1375.6666666666667,3,14816.9
CHHATTISGARH,KABEERDHAM,3136.9531288336984,0.8840023951691733,3696.666106515976,0.3114078818185476,0.9,354.3333333333333,0,6057.3
CHHATTISGARH,KANKER,3356.860582985092,0.8820576117290472,3952.913620296548,0.3110906866464558,0.9,1190.3636363636365,0,8375.4
CHHATTISGARH,KAWARDHA,6444.582166252123,0.8843906854671874,9000.569608364158,0.3115094046754703,0.9,579.9818181818182,0,12993.3
CHHATTISGARH,KHAIRAGARH CHHUIKHADAN GANDAI,249.19828791777863,0.5766904156752883,617.5392007510566,0.4969931116884721,0.6,182.47272727272727,1,738.4
CHHATTISGARH,KONDAGAON,6620.877283175988,0.8728934125316151,13954.027181104324,0.3091254999368192,0.9,975.7818181818184,3,12234.8
CHHATTISGARH,KORBA,11115.517697410893,0.8804234684651586,12735.566685155498,0.3105247409268586,0.9,96.82424242424244,3,18879.0
CHHATTISGARH,KORIYA,4442.725074424134,0.8831466021423852,5227.869231805027,0.3112477367435107,0.9,805.9818181818182,0,9439.5
CHHATTISGARH,MAHASAMUND,15569.027838476788,0.8793582298737359,27270.80936855793,0.3104948189543802,0.9,-121.14545454545464,3,23811.7
CHHATTISGARH,MANENDRAGARHCHIRMIRIBHARATPUR,31.2,0.2967606183956252,53.57818793335794,0.4778360356185743,0.3,-8.181818181818182,1,31.2
