state,district,mean_update_to_enrolment_ratio,mean_update_dependency,update_to_enrolment_ratio_volatility,dependency_volatility,pct_active_months,activity_growth_slope
ARUNACHAL PRADESH,PAPUM PARE,718.054184666529,0.8757807832019452,860.2906932657837,0.3093237040934891,0.9,13.878787878787874
ARUNACHAL PRADESH,SHI-YOMI,25.59280303030303,0.8549485348669666,16.697050974040938,0.3027820267231222,0.9,20.775757575757577
ARUNACHAL PRADESH,SIANG,105.3443076923077,0.8660457586402108,96.45208991416409,0.3094592677420426,0.9,14.64848484848485
ARUNACHAL PRADESH,TAWANG,124.94267750040915,0.8696299119093582,126.47307787840289,0.30867741129784276,0.9,48.13939393939394
ARUNACHAL PRADESH,TIRAP,113.71717171717171,0.8762431054898643,116.66455695033017,0.30898177708802893,0.9,32.78787878787879
ARUNACHAL PRADESH,UPPER SIANG,104.9425,0.8883830932768338,73.34222299338295,0.3122805330309646,0.9,58.375757575757575
ARUNACHAL PRADESH,UPPER SUBANSIRI,343.1436564757482,0.8753103201317696,406.18434796201933,0.3091400906585415,0.9,-29.28484848484849
ARUNACHAL PRADESH,WEST KAMENG,329.4068176824457,0.8679835612608665,405.1764596142514,0.307702735417533,0.9,48.96363636363637
ARUNACHAL PRADESH,WEST SIANG,350.17934731934736,0.8828097557724804,502.6089985915243,0.3108770662960664,0.9,38.72727272727273
ASSAM,BAJALI,11.643333333333334,0.38298134258348243,19.375764739985343,0.4945333915638904,0.4,35.418181818181814
ASSAM,BAKSA,26.646300687563336,0.8075798964963244,51.59508646217886,0.2934169756260507,0.9,245.1757575757576
ASSAM,BARPETA,47.68032813286365,0.8210308733251394,91.48027500315568,0.3004165623666377,0.9,1488.278787878788
ASSAM,BISWANATH,633.0402752238658,0.8540413983258537,1180.4198678599162,0.304166050150215,0.9,169.87878787878788
ASSAM,BONGAIGAON,34.63489441561932,0.8623981677130699,42.308302948528414,0.30401034294316615,0.9,70.0909090909091
ASSAM,CACHAR,2167.170671289817,0.7827103328930145,5046.531379988592,0.3001544867523928,0.9,1238.4848484848485
ASSAM,CHARAIDEO,517.4476124263657,0.830259513892741,920.0310937471996,0.30965527462732695,0.9,214.8181818181818
ASSAM,CHIRANG,579.4147938875424,0.8211768664292945,1251.8880344957886,0.30931879537987444,0.9,532.8000000000001
ASSAM,DARRANG,815.3421930516604,0.7937499264003482,2554.3040720718823,0.2864863962302118,0.9,625.9939393939395
ASSAM,DHEMAJI,15.561340511482019,0.7437806007323408,31.44422758746874,0.3003394027627246,0.9,343.1878787878788
ASSAM,DHUBRI,406.10789892793287,0.8283223607019927,1240.7056992921002,0.2947660933042245,0.9,1637.478787878788
ASSAM,DIBRUGARH,32.60092012949836,0.7811783246023715,80.22448818146664,0.29441279084489297,0.9,173.2848484848485
ASSAM,DIMA HASAO,5.363571428571428,0.34703601243277515,11.297008839961077,0.45086229665044,0.6,11.67878787878788
ASSAM,GOALPARA,875.1873277649563,0.7753058591730673,2741.639488476399,0.2894458549919606,0.9,938.0909090909091
ASSAM,GOLAGHAT,1045.325807234866,0.6592262832115063,3290.766456619089,0.31518780442221206,0.9,361.41212121212124
ASSAM,HAILAKANDI,702.7495038873908,0.8091778096248865,1227.221934494573,0.296438107743916,0.9,871.9575757575758
ASSAM,HOJAI,221.59646972614837,0.7987535349203763,653.6860365580519,0.2924665310417045,0.9,609.2
ASSAM,JORHAT,707.0738309678179,0.7796451029239083,2207.256854170796,0.29900709824764116,0.9,421.7939393939394
ASSAM,KAMRUP,26.13082001347841,0.7729018828704526,60.853368513366526,0.2914359813115751,0.9,1032.3272727272729
ASSAM,KAMRUP METRO,943.7233289752887,0.8046709988938942,2957.184584019274,0.2889487707108202,0.9,433.87272727272733
ASSAM,KARBI ANGLONG,1472.2804693442206,0.7993081527832365,3123.1523204475156,0.31101014432152096,0.9,864.7757575757577
ASSAM,KARIMGANJ,780.5173092124434,0.7165224651578559,2453.398241907199,0.28967642597215626,0.9,1894.6121212121213
ASSAM,KOKRAJHAR,10.930458048536886,0.8122736484315141,7.975829634670484,0.2891193572873048,0.9,286.3090909090909
ASSAM,LAKHIMPUR,18.698249666582694,0.7752523153374955,39.044522820602076,0.2843502458441446,0.9,587.7757575757577
ASSAM,MAJULI,228.8130209664811,0.8413370097805165,352.27613950225725,0.3100006697494665,0.9,47.92727272727273
ASSAM,MARIGAON,8.236738450402754,0.7671230920148905,7.157836921249023,0.28566950276312975,0.9,859.8000000000001
ASSAM,NAGAON,883.1352172342522,0.854273416625586,2584.1426195124955,0.30300326267457844,0.9,3160.866666666667
ASSAM,NALBARI,992.196772680787,0.828117866278847,2349.572418641065,0.2984512135269474,0.9,614.2727272727273
ASSAM,NORTH CACHAR HILLS,166.18686334352734,0.7797424290336772,298.19013841588946,0.32530248744677914,0.9,104.5878787878788
ASSAM,SIBSAGAR,551.5234624297078,0.8022144524618768,988.7968919819581,0.30389828788396855,0.9,433.53333333333336
ASSAM,SIVASAGAR,0.0,0.0,0.0,0.0,0.2,-3.5272727272727273
ASSAM,SONITPUR,22.702128049057254,0.7913009690923318,50.379663258116814,0.28674055361564227,0.9,948.3151515151516
ASSAM,SOUTH SALMARA MANKACHAR,1022.6885637216919,0.8317780806148967,2040.3315152115858,0.313030538561273,0.9,292.6727272727273
ASSAM,SRIBHUMI,14.55819356034948,0.3856389709188807,24.795183370152884,0.49795328224885566,0.4,234.8181818181818
ASSAM,TAMULPUR DISTRICT,9.880357142857143,0.3812064834078059,15.597755272137027,0.4922432917288144,0.4,55.7030303030303
ASSAM,TINSUKIA,220.07025791082324,0.7528045562451736,670.4306244103792,0.3011730545280791,0.9,654.6545454545455
ASSAM,UDALGURI,327.567377742408,0.8085206337418951,655.5354681072133,0.2976163353231653,0.9,315.969696969697
ASSAM,WEST KARBI ANGLONG,69.09784468340577,0.5921101549610647,204.5517109781426,0.348437934335473,0.9,44.06666666666667
BALANAGAR,IDPL COLONY,0.2,0.06666666666666667,0.6324555320336759,0.21081851067789195,0.1,0.1090909090909091
BIHAR,ARARIA,10991.918065448033,0.8567827220470956,20819.202676737772,0.3041518999024047,0.9,988.448484848485
BIHAR,ARWAL,1938.8553830266242,0.8432245461602339,3706.899813504411,0.30079017089223453,0.9,286.5939393939394
BIHAR,AURANGABAD,8808.313429800193,0.8657288662989634,12607.055223873353,0.3074748190732602,0.9,1174.509090909091
BIHAR,AURANGABAD(BH),3.287218144174666,0.35424822783586296,4.519999177877334,0.45759992108880754,0.4,38.721212121212126
BIHAR,BANKA,7206.221721846506,0.8516349748330676,13401.437463546969,0.302249916439941,0.9,591.0848484848484
BIHAR,BEGUSARAI,11419.673646053005,0.8631780351076699,18747.49043343248,0.3059136469116308,0.9,921.3636363636364
BIHAR,BHABUA,1.9143398268398268,0.32655245973646474,2.6307602513686335,0.4227444991641627,0.4,7.175757575757576
BIHAR,BHAGALPUR,105.79274309582998,0.8255032262541366,292.8919693235578,0.29700489716075673,0.9,242.33939393939397
BIHAR,BHOJPUR,8389.812108828679,0.8583980050841451,15399.820934717436,0.30496815902485347,0.9,1484.6424242424243
BIHAR,BUXAR,5719.174762673665,0.8627889678325917,8701.933486410964,0.307155806890094,0.9,809.9030303030304
BIHAR,DARBHANGA,14973.201491858887,0.8670863878856897,21669.960615600943,0.3072611997547677,0.9,1736.1878787878788
BIHAR,EAST CHAMPARAN,13134.466722268713,0.8441787750709855,27065.383973519205,0.30118967099767013,0.9,3279.3515151515153
BIHAR,GAYA,9356.403904302348,0.8255747761702696,29557.667727830023,0.29254468064964106,0.9,-40.64848484848476
BIHAR,GOPALGANJ,5496.454176737633,0.8311130965350934,12764.458208119504,0.29679130112247026,0.9,1228.7212121212121
BIHAR,JAMUI,3814.9644884314584,0.836858274542627,9378.596835001437,0.29758719300758835,0.9,691.1818181818181
BIHAR,JEHANABAD,2390.292172028543,0.8541349813937467,5128.47985827388,0.30289478097718386,0.9,575.6969696969697
BIHAR,KAIMUR (BHABUA),2364.0775657455115,0.8496819961536136,7427.816374869359,0.29987392802002305,0.9,881.0909090909091
BIHAR,KATIHAR,14224.17305899132,0.8667324157264856,25049.16678034475,0.30617145090495634,0.9,1210.3515151515153
BIHAR,KHAGARIA,6654.730901011024,0.8644770315702314,8873.769158632247,0.30719270289308126,0.9,1030.9575757575758
BIHAR,KISHANGANJ,11201.782903236348,0.8785799039154328,14324.597362625871,0.3102026668569537,0.9,2113.29696969697
BIHAR,LAKHISARAI,2977.653589239357,0.8398141264246849,5490.486151321239,0.30289075198244425,0.9,748.478787878788
BIHAR,MADHEPURA,9574.658237991142,0.8699978461552735,12337.556549604147,0.30802888778599924,0.9,926.2242424242424
BIHAR,MADHUBANI,38.02960574400913,0.8412087402567943,75.38934882911325,0.2974954705794311,0.9,1096.0
BIHAR,MONGHYR,3.442114845938376,0.3499185021680777,5.459547860367712,0.45271097256066195,0.4,15.745454545454546
BIHAR,MUNGER,2773.7936984031007,0.847124849125499,7025.275387028739,0.29971227307649245,0.9,498.1636363636364
BIHAR,MUZAFFARPUR,115.23637814892213,0.8285104219327228,330.0751999337923,0.29461196113044436,0.9,1852.909090909091
BIHAR,NALANDA,7376.368511765257,0.8500361565730227,13884.266572449842,0.3020535396692455,0.9,2200.121212121212
BIHAR,NAWADA,6550.273990774077,0.8297004067214834,10929.633601400637,0.3033738636121958,0.9,883.4303030303031
BIHAR,PASHCHIM CHAMPARAN,11.161747115113988,0.4752524594614137,13.918698116974227,0.5011056654254166,0.8,-131.95151515151514
BIHAR,PATNA,110.6213662553525,0.8516577650592053,294.8948493931478,0.3004740250551324,0.9,3080.327272727273
BIHAR,PURBA CHAMPARAN,3.9830743235732227,0.3593858413934746,5.789147025643004,0.46436079026104027,0.4,49.26666666666667
BIHAR,PURBI CHAMPARAN,0.0,0.0,0.0,0.0,0.3,-181.54545454545453
BIHAR,PURNEA,308.67024386252046,0.8784801092319008,318.2580637556792,0.3097465089787367,0.9,84.28484848484848
BIHAR,PURNIA,8329.47901986761,0.8552737349757316,19425.041284770796,0.30288671675354534,0.9,1120.8545454545456
BIHAR,ROHTAS,9233.843313392184,0.8778092866772107,12321.523140665393,0.30971442630339224,0.9,1961.6606060606061
BIHAR,SAHARSA,5857.468662256532,0.8424435541509674,13158.307225175302,0.2985105463771601,0.9,445.6848484848485
BIHAR,SAMASTIPUR,16166.277941269214,0.862975407635836,26691.930926530706,0.30595556392151624,0.9,1617.2848484848485
BIHAR,SAMSTIPUR,3.955596638655462,0.3517942361281145,6.916195992390254,0.4551450878298392,0.4,27.56969696969697
BIHAR,SARAN,8240.675005769574,0.8383369260299416,20834.3981384723,0.2987311241683911,0.9,2166.3030303030305
BIHAR,SHEIKHPURA,2945.4164561224393,0.8682903053203075,3638.1387857095374,0.308047963764024,0.9,422.739393939394
BIHAR,SHEIKPURA,3.9727272727272727,0.36193069213170126,5.298788828080177,0.46744875459796664,0.4,11.612121212121213
BIHAR,SHEOHAR,2955.1951802387966,0.8643398762405642,4268.1048461904065,0.307000767535471,0.9,232.10909090909092
BIHAR,SITAMARHI,11.682944444872266,0.7831656268840088,14.775974412882487,0.2872048568803614,0.9,530.4363636363637
BIHAR,SIWAN,6329.651437751896,0.8513152613991034,15056.755581907646,0.3020308284184307,0.9,1953.5454545454545
BIHAR,SUPAUL,10463.836232233363,0.8658962872465285,15582.768775954635,0.3074322867489549,0.9,348.5939393939394
BIHAR,VAISHALI,12540.880583258246,0.8589180087608093,21623.00398568145,0.3060927670167163,0.9,914.8666666666668
BIHAR,WEST CHAMPARAN,10988.105202687711,0.8300282579253908,22887.8600600586,0.3013817484648783,0.9,3261.1393939393943
CHANDIGARH,CHANDIGARH,9263.891131114262,0.8752323243049662,14463.271332457523,0.30911836870013715,0.9,-1198.8
CHANDIGARH,MOHALI,1.1,0.275,1.728840330651992,0.36440802663572497,0.4,0.4666666666666667
CHANDIGARH,RUPNAGAR,2.3,0.3325757575757576,3.4334951418181574,0.4309896653323647,0.4,1.3636363636363635
CHHATISGARH,RAIPUR,0.9,0.2633333333333333,1.3703203194062978,0.3472822170391178,0.4,0.38181818181818183
CHHATTISGARH,BALOD,7737.942242842708,0.8876999794885337,8865.30865753455,0.3123745628727974,0.9,482.369696969697
CHHATTISGARH,BALODA BAZAR,10846.276314539518,0.8821356249485774,14470.597307899669,0.31062108210308526,0.9,1862.5272727272727
CHHATTISGARH,BALRAMPUR,4449.268749253345,0.8545888521518086,8538.081806367665,0.30456829498827115,0.9,907.1757575757576
CHHATTISGARH,BASTAR,7855.9220101757,0.8735992152156964,8678.26758295328,0.3087193799926997,0.9,1852.939393939394
CHHATTISGARH,BEMETARA,9034.427784487212,0.8840477154532664,10299.451398892463,0.3113875875376634,0.9,656.1939393939394
CHHATTISGARH,BIJAPUR,8.479252054334777,0.7613918486875646,12.220666566044533,0.2750791394847843,0.9,237.55757575757576
CHHATTISGARH,BILASPUR,13697.062055834967,0.8757954423741234,19705.6301728801,0.30925184726785815,0.9,2402.709090909091
CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,1703.5887009348444,0.8716741800364206,2137.138216070624,0.30946745438214496,0.9,292.33333333333326
CHHATTISGARH,DANTEWADA,1173.5609091119957,0.8734367328878807,1875.6277179922104,0.3102006125669364,0.9,185.4787878787879
CHHATTISGARH,DHAMTARI,7118.263008025303,0.8865775690725597,7674.724987699666,0.3120586253527996,0.9,463.67878787878794
CHHATTISGARH,DURG,7814.835647805148,0.8849904549936835,12981.578138800784,0.3113189499979673,0.9,1549.8606060606062
CHHATTISGARH,GARIYABAND,3082.153243308593,0.8855176440158736,3290.5497957126704,0.3118307526879761,0.9,1103.4242424242425
CHHATTISGARH,GAURELA-PENDRA-MARWAHI,260.8014169360052,0.8780726159780942,311.40373428114765,0.3100006364913196,0.9,43.13939393939394
CHHATTISGARH,GAURELLA PENDRA MARWAHI,0.0,0.0,0.0,0.0,0.2,-13.606060606060609
CHHATTISGARH,JANJGIR - CHAMPA,5.387777777777778,0.36529446597046217,7.933282238656917,0.4726189138482858,0.4,18.33939393939394
CHHATTISGARH,JANJGIR CHAMPA,6.927965367965368,0.36968746961270516,11.795856127151414,0.47791598616773273,0.4,18.612121212121213
CHHATTISGARH,JANJGIR-CHAMPA,15477.648869752036,0.8848738733117459,17563.44784319601,0.3117232892341294,0.9,892.3333333333334
CHHATTISGARH,JASHPUR,7095.815860521596,0.884275794359095,8533.807696385516,0.3115143179844459,0.9,1375.6666666666667
CHHATTISGARH,KABEERDHAM,3136.9531288336984,0.8840023951691733,3696.666106515976,0.3114078818185476,0.9,354.3333333333333
CHHATTISGARH,KANKER,3356.860582985092,0.8820576117290472,3952.9136202965483,0.31109068664645584,0.9,1190.3636363636363
CHHATTISGARH,KAWARDHA,6444.582166252123,0.8843906854671874,9000.569608364158,0.31150940467547034,0.9,579.9818181818182
CHHATTISGARH,KHAIRAGARH CHHUIKHADAN GANDAI,249.19828791777863,0.5766904156752883,617.5392007510566,0.4969931116884721,0.6,182.47272727272727
CHHATTISGARH,KONDAGAON,6620.877283175988,0.8728934125316151,13954.027181104324,0.30912549993681926,0.9,975.7818181818184
CHHATTISGARH,KORBA,11115.517697410893,0.8804234684651586,12735.566685155498,0.31052474092685867,0.9,96.82424242424243
CHHATTISGARH,KORIYA,4442.725074424134,0.8831466021423852,5227.869231805027,0.3112477367435107,0.9,805.9818181818182
CHHATTISGARH,MAHASAMUND,15569.027838476788,0.8793582298737359,27270.809368557926,0.3104948189543802,0.9,-121.14545454545465
CHHATTISGARH,MANENDRAGARHCHIRMIRIBHARATPUR,31.2,0.2967606183956252,53.57818793335794,0.4778360356185743,0.3,-8.181818181818182
CHHATTISGARH,MANENDRAGARH–CHIRMIRI–BHARATPUR,8.274681160003391,0.37372980878767914,14.833943672809475,0.48286456556547663,0.4,237.2848484848485
CHHATTISGARH,MOHALLA-MANPUR-AMBAGARH CHOWKI,12.908333333333335,0.4572880983750549,22.248194891404694,0.4850424041689831,0.5,5.175757575757576
CHHATTISGARH,MOHLA-MANPUR-AMBAGARH CHOUKI,1057.2866562315048,0.8898508833360539,1513.249825080581,0.3129917019764377,0.9,387.9818181818182
CHHATTISGARH,MUNGELI,7918.079797037902,0.8799813184603809,9619.64945929579,0.3105797664661939,0.9,1121.030303030303
CHHATTISGARH,NARAYANPUR,2551.2539309613153,0.8734292559779145,4061.1664922962814,0.3090387217415455,0.9,21.103030303030305
CHHATTISGARH,RAIGARH,8789.472604630659,0.8848552528672855,11900.779352636726,0.3114732310158226,0.9,2018.7393939393942
CHHATTISGARH,RAIPUR,12622.717032781995,0.8750082038415125,20563.938355214683,0.3092398598768879,0.9,621.8606060606062
CHHATTISGARH,RAJNANDGAON,18237.68797230794,0.8844064871239408,27572.124144284833,0.3114932627301409,0.9,30.72121212121217
CHHATTISGARH,SAKTI,393.3231483510391,0.8777318920845996,436.4569167233079,0.3100632385778981,0.9,306.29090909090917
CHHATTISGARH,SARANGARH-BILAIGARH,17.783968946430246,0.3905961420826506,24.04552209837442,0.5042761893100948,0.4,404.1212121212121
CHHATTISGARH,SUKMA,719.8480175011564,0.8504135255832306,1501.6727810024374,0.3015595980036474,0.9,658.6909090909091
CHHATTISGARH,SURAJPUR,4628.722602406514,0.8815752318939966,5177.73581463363,0.31073807138414383,0.9,1299.0545454545456
CHHATTISGARH,SURGUJA,9677.914981223135,0.884057821997469,11186.710388690237,0.3114700681614476,0.9,1748.357575757576
CHHATTISGARH,UTTAR BASTAR KANKER,1734.9140837169707,0.8841226712308592,1986.6548217742939,0.3114061889555978,0.9,701.7030303030303
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,35.54611111111111,0.5767993529450406,51.61015295327152,0.4969794047563853,0.6,10.127272727272729
DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,1824.621236929701,0.8804758151720306,1936.7726714398925,0.31040639402425546,0.9,-48.521212121212116
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,171.56,0.8811884496980917,164.6048851711948,0.31039189726320804,0.9,29.290909090909093
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,111.36386363636363,0.8730634028921314,203.06545625244644,0.30803447907269477,0.9,4.212121212121211
