,state,district,active_months,total_months,pct_active_months,dormancy_index,max_dormant_streak
67,ARUNACHAL PRADESH,NAMSAI,9,10,0.9,0.09999999999999998,1
68,ARUNACHAL PRADESH,PAKKE KESSANG,5,10,0.5,0.5,5
69,ARUNACHAL PRADESH,PAPUM PARE,9,10,0.9,0.09999999999999998,1
70,ARUNACHAL PRADESH,SHI-YOMI,9,10,0.9,0.09999999999999998,1
71,ARUNACHAL PRADESH,SIANG,9,10,0.9,0.09999999999999998,1
72,ARUNACHAL PRADESH,TAWANG,9,10,0.9,0.09999999999999998,1
73,ARUNACHAL PRADESH,TIRAP,9,10,0.9,0.09999999999999998,1
74,ARUNACHAL PRADESH,UPPER SIANG,9,10,0.9,0.09999999999999998,1
75,ARUNACHAL PRADESH,UPPER SUBANSIRI,9,10,0.9,0.09999999999999998,1
76,ARUNACHAL PRADESH,WEST KAMENG,9,10,0.9,0.09999999999999998,1
77,ARUNACHAL PRADESH,WEST SIANG,9,10,0.9,0.09999999999999998,1
78,ASSAM,BAJALI,4,10,0.4,0.6,6
79,ASSAM,BAKSA,9,10,0.9,0.09999999999999998,1
80,ASSAM,BARPETA,9,10,0.9,0.09999999999999998,1
81,ASSAM,BISWANATH,9,10,0.9,0.09999999999999998,1
82,ASSAM,BONGAIGAON,9,10,0.9,0.09999999999999998,1
83,ASSAM,CACHAR,9,10,0.9,0.09999999999999998,1
84,ASSAM,CHARAIDEO,9,10,0.9,0.09999999999999998,1
85,ASSAM,CHIRANG,9,10,0.9,0.09999999999999998,1
86,ASSAM,DARRANG,9,10,0.9,0.09999999999999998,1
87,ASSAM,DHEMAJI,9,10,0.9,0.09999999999999998,1
88,ASSAM,DHUBRI,9,10,0.9,0.09999999999999998,1
89,ASSAM,DIBRUGARH,9,10,0.9,0.09999999999999998,1
90,ASSAM,DIMA HASAO,6,10,0.6,0.4,3
91,ASSAM,GOALPARA,9,10,0.9,0.09999999999999998,1
92,ASSAM,GOLAGHAT,9,10,0.9,0.09999999999999998,1
93,ASSAM,HAILAKANDI,9,10,0.9,0.09999999999999998,1
94,ASSAM,HOJAI,9,10,0.9,0.09999999999999998,1
95,ASSAM,JORHAT,9,10,0.9,0.09999999999999998,1
96,ASSAM,KAMRUP,9,10,0.9,0.09999999999999998,1
97,ASSAM,KAMRUP METRO,9,10,0.9,0.09999999999999998,1
98,ASSAM,KARBI ANGLONG,9,10,0.9,0.09999999999999998,1
99,ASSAM,KARIMGANJ,9,10,0.9,0.09999999999999998,1
100,ASSAM,KOKRAJHAR,9,10,0.9,0.09999999999999998,1
101,ASSAM,LAKHIMPUR,9,10,0.9,0.09999999999999998,1
102,ASSAM,MAJULI,9,10,0.9,0.09999999999999998,1
103,ASSAM,MARIGAON,9,10,0.9,0.09999999999999998,1
104,ASSAM,NAGAON,9,10,0.9,0.09999999999999998,1
105,ASSAM,NALBARI,9,10,0.9,0.09999999999999998,1
106,ASSAM,NORTH CACHAR HILLS,9,10,0.9,0.09999999999999998,1
107,ASSAM,SIBSAGAR,9,10,0.9,0.09999999999999998,1
108,ASSAM,SIVASAGAR,2,10,0.2,0.8,5
109,ASSAM,SONITPUR,9,10,0.9,0.09999999999999998,1
110,ASSAM,SOUTH SALMARA MANKACHAR,9,10,0.9,0.09999999999999998,1
111,ASSAM,SRIBHUMI,4,10,0.4,0.6,6
112,ASSAM,TAMULPUR DISTRICT,4,10,0.4,0.6,6
113,ASSAM,TINSUKIA,9,10,0.9,0.09999999999999998,1
114,ASSAM,UDALGURI,9,10,0.9,0.09999999999999998,1
115,ASSAM,WEST KARBI ANGLONG,9,10,0.9,0.09999999999999998,1
116,BALANAGAR,IDPL COLONY,1,10,0.1,0.9,9
117,BIHAR,ARARIA,9,10,0.9,0.09999999999999998,1
118,BIHAR,ARWAL,9,10,0.9,0.09999999999999998,1
119,BIHAR,AURANGABAD,9,10,0.9,0.09999999999999998,1
120,BIHAR,AURANGABAD(BH),4,10,0.4,0.6,6
121,BIHAR,BANKA,9,10,0.9,0.09999999999999998,1
122,BIHAR,BEGUSARAI,9,10,0.9,0.09999999999999998,1
123,BIHAR,BHABUA,4,10,0.4,0.6,6
124,BIHAR,BHAGALPUR,9,10,0.9,0.09999999999999998,1
125,BIHAR,BHOJPUR,9,10,0.9,0.09999999999999998,1
126,BIHAR,BUXAR,9,10,0.9,0.09999999999999998,1
127,BIHAR,DARBHANGA,9,10,0.9,0.09999999999999998,1
128,BIHAR,EAST CHAMPARAN,9,10,0.9,0.09999999999999998,1
129,BIHAR,GAYA,9,10,0.9,0.09999999999999998,1
130,BIHAR,GOPALGANJ,9,10,0.9,0.09999999999999998,1
131,BIHAR,JAMUI,9,10,0.9,0.09999999999999998,1
132,BIHAR,JEHANABAD,9,10,0.9,0.09999999999999998,1
133,BIHAR,KAIMUR (BHABUA),9,10,0.9,0.09999999999999998,1
134,BIHAR,KATIHAR,9,10,0.9,0.09999999999999998,1
135,BIHAR,KHAGARIA,9,10,0.9,0.09999999999999998,1
136,BIHAR,KISHANGANJ,9,10,0.9,0.09999999999999998,1
137,BIHAR,LAKHISARAI,9,10,0.9,0.09999999999999998,1
138,BIHAR,MADHEPURA,9,10,0.9,0.09999999999999998,1
139,BIHAR,MADHUBANI,9,10,0.9,0.09999999999999998,1
140,BIHAR,MONGHYR,4,10,0.4,0.6,6
141,BIHAR,MUNGER,9,10,0.9,0.09999999999999998,1
142,BIHAR,MUZAFFARPUR,9,10,0.9,0.09999999999999998,1
143,BIHAR,NALANDA,9,10,0.9,0.09999999999999998,1
144,BIHAR,NAWADA,9,10,0.9,0.09999999999999998,1
145,BIHAR,PASHCHIM CHAMPARAN,8,10,0.8,0.19999999999999996,1
146,BIHAR,PATNA,9,10,0.9,0.09999999999999998,1
147,BIHAR,PURBA CHAMPARAN,4,10,0.4,0.6,6
148,BIHAR,PURBI CHAMPARAN,3,10,0.3,0.7,5
149,BIHAR,PURNEA,9,10,0.9,0.09999999999999998,1
150,BIHAR,PURNIA,9,10,0.9,0.09999999999999998,1
151,BIHAR,ROHTAS,9,10,0.9,0.09999999999999998,1
152,BIHAR,SAHARSA,9,10,0.9,0.09999999999999998,1
153,BIHAR,SAMASTIPUR,9,10,0.9,0.09999999999999998,1
154,BIHAR,SAMSTIPUR,4,10,0.4,0.6,6
155,BIHAR,SARAN,9,10,0.9,0.09999999999999998,1
156,BIHAR,SHEIKHPURA,9,10,0.9,0.09999999999999998,1
157,BIHAR,SHEIKPURA,4,10,0.4,0.6,6
158,BIHAR,SHEOHAR,9,10,0.9,0.09999999999999998,1
159,BIHAR,SITAMARHI,9,10,0.9,0.09999999999999998,1
160,BIHAR,SIWAN,9,10,0.9,0.09999999999999998,1
161,BIHAR,SUPAUL,9,10,0.9,0.09999999999999998,1
162,BIHAR,VAISHALI,9,10,0.9,0.09999999999999998,1
163,BIHAR,WEST CHAMPARAN,9,10,0.9,0.09999999999999998,1
164,CHANDIGARH,CHANDIGARH,9,10,0.9,0.09999999999999998,1
165,CHANDIGARH,MOHALI,4,10,0.4,0.6,6
166,CHANDIGARH,RUPNAGAR,4,10,0.4,0.6,6
167,CHHATISGARH,RAIPUR,4,10,0.4,0.6,6
168,CHHATTISGARH,BALOD,9,10,0.9,0.09999999999999998,1
169,CHHATTISGARH,BALODA BAZAR,9,10,0.9,0.09999999999999998,1
170,CHHATTISGARH,BALRAMPUR,9,10,0.9,0.09999999999999998,1
171,CHHATTISGARH,BASTAR,9,10,0.9,0.09999999999999998,1
172,CHHATTISGARH,BEMETARA,9,10,0.9,0.09999999999999998,1
173,CHHATTISGARH,BIJAPUR,9,10,0.9,0.09999999999999998,1
174,CHHATTISGARH,BILASPUR,9,10,0.9,0.09999999999999998,1
175,CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,9,10,0.9,0.09999999999999998,1
176,CHHATTISGARH,DANTEWADA,9,10,0.9,0.09999999999999998,1
177,CHHATTISGARH,DHAMTARI,9,10,0.9,0.09999999999999998,1
178,CHHATTISGARH,DURG,9,10,0.9,0.09999999999999998,1
179,CHHATTISGARH,GARIYABAND,9,10,0.9,0.09999999999999998,1
180,CHHATTISGARH,GAURELA-PENDRA-MARWAHI,9,10,0.9,0.09999999999999998,1
181,CHHATTISGARH,GAURELLA PENDRA MARWAHI,2,10,0.2,0.8,5
182,CHHATTISGARH,JANJGIR - CHAMPA,4,10,0.4,0.6,6
183,CHHATTISGARH,JANJGIR CHAMPA,4,10,0.4,0.6,6
184,CHHATTISGARH,JANJGIR-CHAMPA,9,10,0.9,0.09999999999999998,1
185,CHHATTISGARH,JASHPUR,9,10,0.9,0.09999999999999998,1
186,CHHATTISGARH,KABEERDHAM,9,10,0.9,0.09999999999999998,1
187,CHHATTISGARH,KANKER,9,10,0.9,0.09999999999999998,1
188,CHHATTISGARH,KAWARDHA,9,10,0.9,0.09999999999999998,1
189,CHHATTISGARH,KHAIRAGARH CHHUIKHADAN GANDAI,6,10,0.6,0.4,3
190,CHHATTISGARH,KONDAGAON,9,10,0.9,0.09999999999999998,1
191,CHHATTISGARH,KORBA,9,10,0.9,0.09999999999999998,1
192,CHHATTISGARH,KORIYA,9,10,0.9,0.09999999999999998,1
193,CHHATTISGARH,MAHASAMUND,9,10,0.9,0.09999999999999998,1
194,CHHATTISGARH,MANENDRAGARHCHIRMIRIBHARATPUR,3,10,0.3,0.7,5
195,CHHATTISGARH,MANENDRAGARH–CHIRMIRI–BHARATPUR,4,10,0.4,0.6,6
196,CHHATTISGARH,MOHALLA-MANPUR-AMBAGARH CHOWKI,5,10,0.5,0.5,5
197,CHHATTISGARH,MOHLA-MANPUR-AMBAGARH CHOUKI,9,10,0.9,0.09999999999999998,1
198,CHHATTISGARH,MUNGELI,9,10,0.9,0.09999999999999998,1
199,CHHATTISGARH,NARAYANPUR,9,10,0.9,0.09999999999999998,1
200,CHHATTISGARH,RAIGARH,9,10,0.9,0.09999999999999998,1
201,CHHATTISGARH,RAIPUR,9,10,0.9,0.09999999999999998,1
202,CHHATTISGARH,RAJNANDGAON,9,10,0.9,0.09999999999999998,1
203,CHHATTISGARH,SAKTI,9,10,0.9,0.09999999999999998,1
204,CHHATTISGARH,SARANGARH-BILAIGARH,4,10,0.4,0.6,6
205,CHHATTISGARH,SUKMA,9,10,0.9,0.09999999999999998,1
206,CHHATTISGARH,SURAJPUR,9,10,0.9,0.09999999999999998,1
207,CHHATTISGARH,SURGUJA,9,10,0.9,0.09999999999999998,1
208,CHHATTISGARH,UTTAR BASTAR KANKER,9,10,0.9,0.09999999999999998,1
209,DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,6,10,0.6,0.4,3
210,DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,9,10,0.9,0.09999999999999998,1
211,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,9,10,0.9,0.09999999999999998,1
212,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,9,10,0.9,0.09999999999999998,1
213,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,5,10,0.5,0.5,5
214,DAMAN & DIU,DAMAN,9,10,0.9,0.09999999999999998,1
215,DAMAN & DIU,DIU,8,10,0.8,0.19999999999999996,1
216,DAMAN AND DIU,DAMAN,9,10,0.9,0.09999999999999998,1
217,DAMAN AND DIU,DIU,9,10,0.9,0.09999999999999998,1
218,DARBHANGA,NEAR UNIVERSITY THANA,1,10,0.1,0.9,9
219,DELHI,CENTRAL DELHI,9,10,0.9,0.09999999999999998,1
220,DELHI,EAST DELHI,9,10,0.9,0.09999999999999998,1
221,DELHI,NAJAFGARH,7,10,0.7,0.30000000000000004,3
222,DELHI,NEW DELHI,9,10,0.9,0.09999999999999998,1
223,DELHI,NORTH DELHI,9,10,0.9,0.09999999999999998,1
224,DELHI,NORTH EAST,9,10,0.9,0.09999999999999998,1
225,DELHI,NORTH EAST   *,1,10,0.1,0.9,6
226,DELHI,NORTH EAST DELHI,9,10,0.9,0.09999999999999998,1
227,DELHI,NORTH WEST DELHI,9,10,0.9,0.09999999999999998,1
228,DELHI,SHAHDARA,9,10,0.9,0.09999999999999998,1
229,DELHI,SOUTH DELHI,9,10,0.9,0.09999999999999998,1
230,DELHI,SOUTH EAST DELHI,9,10,0.9,0.09999999999999998,1
231,DELHI,SOUTH WEST DELHI,9,10,0.9,0.09999999999999998,1
232,DELHI,WEST DELHI,9,10,0.9,0.09999999999999998,1
233,GOA,BARDEZ,4,10,0.4,0.6,6
234,GOA,BICHOLIM,2,10,0.2,0.8,7
235,GOA,NORTH GOA,9,10,0.9,0.09999999999999998,1
236,GOA,SOUTH GOA,9,10,0.9,0.09999999999999998,1
237,GOA,TISWADI,3,10,0.3,0.7,6
238,GUJARAT,AHMADABAD,9,10,0.9,0.09999999999999998,1
239,GUJARAT,AHMEDABAD,9,10,0.9,0.09999999999999998,1
240,GUJARAT,AMRELI,9,10,0.9,0.09999999999999998,1
241,GUJARAT,ANAND,9,10,0.9,0.09999999999999998,1
242,GUJARAT,ARVALLI,9,10,0.9,0.09999999999999998,1
243,GUJARAT,BANAS KANTHA,7,10,0.7,0.30000000000000004,2
244,GUJARAT,BANASKANTHA,9,10,0.9,0.09999999999999998,1
245,GUJARAT,BHARUCH,9,10,0.9,0.09999999999999998,1
246,GUJARAT,BHAVNAGAR,9,10,0.9,0.09999999999999998,1
247,GUJARAT,BOTAD,9,10,0.9,0.09999999999999998,1
248,GUJARAT,CHHOTAUDEPUR,9,10,0.9,0.09999999999999998,1
249,GUJARAT,DAHOD,9,10,0.9,0.09999999999999998,1
250,GUJARAT,DANG,2,10,0.2,0.8,5
251,GUJARAT,DEVBHUMI DWARKA,9,10,0.9,0.09999999999999998,1
252,GUJARAT,DOHAD,9,10,0.9,0.09999999999999998,1
253,GUJARAT,GANDHINAGAR,9,10,0.9,0.09999999999999998,1
254,GUJARAT,GIR SOMNATH,9,10,0.9,0.09999999999999998,1
255,GUJARAT,JAMNAGAR,9,10,0.9,0.09999999999999998,1
256,GUJARAT,JUNAGADH,9,10,0.9,0.09999999999999998,1
257,GUJARAT,KACHCHH,9,10,0.9,0.09999999999999998,1
258,GUJARAT,KHEDA,9,10,0.9,0.09999999999999998,1
259,GUJARAT,MAHESANA,9,10,0.9,0.09999999999999998,1
260,GUJARAT,MAHISAGAR,9,10,0.9,0.09999999999999998,1
261,GUJARAT,MORBI,9,10,0.9,0.09999999999999998,1
262,GUJARAT,NARMADA,9,10,0.9,0.09999999999999998,1
263,GUJARAT,NAVSARI,9,10,0.9,0.09999999999999998,1
264,GUJARAT,PANCH MAHALS,5,10,0.5,0.5,4
265,GUJARAT,PANCHMAHALS,9,10,0.9,0.09999999999999998,1
266,GUJARAT,PATAN,9,10,0.9,0.09999999999999998,1
267,GUJARAT,PORBANDAR,9,10,0.9,0.09999999999999998,1
268,GUJARAT,RAJKOT,9,10,0.9,0.09999999999999998,1
269,GUJARAT,SABAR KANTHA,5,10,0.5,0.5,4
270,GUJARAT,SABARKANTHA,9,10,0.9,0.09999999999999998,1
271,GUJARAT,SURAT,9,10,0.9,0.09999999999999998,1
272,GUJARAT,SURENDRA NAGAR,9,10,0.9,0.09999999999999998,1
273,GUJARAT,SURENDRANAGAR,5,10,0.5,0.5,4
274,GUJARAT,TAPI,9,10,0.9,0.09999999999999998,1
275,GUJARAT,THE DANGS,9,10,0.9,0.09999999999999998,1
276,GUJARAT,VADODARA,9,10,0.9,0.09999999999999998,1
277,GUJARAT,VALSAD,9,10,0.9,0.09999999999999998,1
278,HARYANA,AKHERA,1,10,0.1,0.9,8
279,HARYANA,AMBALA,9,10,0.9,0.09999999999999998,1
280,HARYANA,BHIWANI,9,10,0.9,0.09999999999999998,1
281,HARYANA,CHARKHI DADRI,9,10,0.9,0.09999999999999998,1
282,HARYANA,FARIDABAD,9,10,0.9,0.09999999999999998,1
283,HARYANA,FATEHABAD,9,10,0.9,0.09999999999999998,1
284,HARYANA,GURGAON,9,10,0.9,0.09999999999999998,1
285,HARYANA,GURUGRAM,3,10,0.3,0.7,5
286,HARYANA,HISAR,9,10,0.9,0.09999999999999998,1
287,HARYANA,JHAJJAR,9,10,0.9,0.09999999999999998,1
288,HARYANA,JHAJJAR *,1,10,0.1,0.9,6
289,HARYANA,JIND,9,10,0.9,0.09999999999999998,1
290,HARYANA,KAITHAL,9,10,0.9,0.09999999999999998,1
291,HARYANA,KARNAL,9,10,0.9,0.09999999999999998,1
292,HARYANA,KURUKSHETRA,9,10,0.9,0.09999999999999998,1
293,HARYANA,MAHENDRAGARH,9,10,0.9,0.09999999999999998,1
294,HARYANA,MEWAT,9,10,0.9,0.09999999999999998,1
295,HARYANA,NUH,1,10,0.1,0.9,6
296,HARYANA,PALWAL,9,10,0.9,0.09999999999999998,1
297,HARYANA,PANCHKULA,9,10,0.9,0.09999999999999998,1
298,HARYANA,PANIPAT,9,10,0.9,0.09999999999999998,1
299,HARYANA,REWARI,9,10,0.9,0.09999999999999998,1
300,HARYANA,ROHTAK,9,10,0.9,0.09999999999999998,1
301,HARYANA,SIRSA,9,10,0.9,0.09999999999999998,1
302,HARYANA,SONIPAT,9,10,0.9,0.09999999999999998,1
303,HARYANA,YAMUNA NAGAR,9,10,0.9,0.09999999999999998,1
304,HARYANA,YAMUNANAGAR,8,10,0.8,0.19999999999999996,1
305,HIMACHAL PRADESH,BILASPUR,9,10,0.9,0.09999999999999998,1
306,HIMACHAL PRADESH,CHAMBA,9,10,0.9,0.09999999999999998,1
307,HIMACHAL PRADESH,HAMIRPUR,9,10,0.9,0.09999999999999998,1
308,HIMACHAL PRADESH,KANGRA,9,10,0.9,0.09999999999999998,1
309,HIMACHAL PRADESH,KINNAUR,9,10,0.9,0.09999999999999998,1
310,HIMACHAL PRADESH,KULLU,9,10,0.9,0.09999999999999998,1
311,HIMACHAL PRADESH,LAHAUL AND SPITI,4,10,0.4,0.6,6
312,HIMACHAL PRADESH,LAHUL & SPITI,5,10,0.5,0.5,3
313,HIMACHAL PRADESH,LAHUL AND SPITI,6,10,0.6,0.4,3
314,HIMACHAL PRADESH,MANDI,9,10,0.9,0.09999999999999998,1
315,HIMACHAL PRADESH,SHIMLA,9,10,0.9,0.09999999999999998,1
316,HIMACHAL PRADESH,SIRMAUR,9,10,0.9,0.09999999999999998,1
317,HIMACHAL PRADESH,SOLAN,9,10,0.9,0.09999999999999998,1
318,HIMACHAL PRADESH,UNA,9,10,0.9,0.09999999999999998,1
319,JAIPUR,NEAR MEERA HOSPITAL,1,10,0.1,0.9,9
320,JAMMU & KASHMIR,ANANTNAG,4,10,0.4,0.6,6
321,JAMMU & KASHMIR,BADGAM,4,10,0.4,0.6,6
322,JAMMU & KASHMIR,BANDIPUR,3,10,0.3,0.7,7
323,JAMMU & KASHMIR,BARAMULA,4,10,0.4,0.6,6
324,JAMMU & KASHMIR,DODA,3,10,0.3,0.7,6
325,JAMMU & KASHMIR,JAMMU,4,10,0.4,0.6,6
326,JAMMU & KASHMIR,KARGIL,4,10,0.4,0.6,6
327,JAMMU & KASHMIR,KATHUA,4,10,0.4,0.6,6
328,JAMMU & KASHMIR,KUPWARA,4,10,0.4,0.6,6
329,JAMMU & KASHMIR,LEH (LADAKH),4,10,0.4,0.6,6
330,JAMMU & KASHMIR,PULWAMA,3,10,0.3,0.7,7
331,JAMMU & KASHMIR,PUNCH,4,10,0.4,0.6,6
332,JAMMU & KASHMIR,RAJAURI,4,10,0.4,0.6,6
333,JAMMU & KASHMIR,SRINAGAR,4,10,0.4,0.6,6
334,JAMMU & KASHMIR,UDHAMPUR,4,10,0.4,0.6,6
335,JAMMU AND KASHMIR,?,1,10,0.1,0.9,8
336,JAMMU AND KASHMIR,ANANTNAG,9,10,0.9,0.09999999999999998,1
337,JAMMU AND KASHMIR,BADGAM,9,10,0.9,0.09999999999999998,1
338,JAMMU AND KASHMIR,BANDIPORE,9,10,0.9,0.09999999999999998,1
339,JAMMU AND KASHMIR,BANDIPUR,1,10,0.1,0.9,9
340,JAMMU AND KASHMIR,BARAMULA,9,10,0.9,0.09999999999999998,1
341,JAMMU AND KASHMIR,BUDGAM,9,10,0.9,0.09999999999999998,1
342,JAMMU AND KASHMIR,DODA,9,10,0.9,0.09999999999999998,1
343,JAMMU AND KASHMIR,GANDERBAL,9,10,0.9,0.09999999999999998,1
344,JAMMU AND KASHMIR,JAMMU,9,10,0.9,0.09999999999999998,1
345,JAMMU AND KASHMIR,KARGIL,9,10,0.9,0.09999999999999998,1
346,JAMMU AND KASHMIR,KATHUA,9,10,0.9,0.09999999999999998,1
347,JAMMU AND KASHMIR,KISHTWAR,9,10,0.9,0.09999999999999998,1
348,JAMMU AND KASHMIR,KULGAM,9,10,0.9,0.09999999999999998,1
349,JAMMU AND KASHMIR,KUPWARA,9,10,0.9,0.09999999999999998,1
350,JAMMU AND KASHMIR,LEH,9,10,0.9,0.09999999999999998,1
351,JAMMU AND KASHMIR,POONCH,2,10,0.2,0.8,8
352,JAMMU AND KASHMIR,PULWAMA,9,10,0.9,0.09999999999999998,1
353,JAMMU AND KASHMIR,PUNCH,9,10,0.9,0.09999999999999998,1
354,JAMMU AND KASHMIR,RAJOURI,9,10,0.9,0.09999999999999998,1
355,JAMMU AND KASHMIR,RAMBAN,9,10,0.9,0.09999999999999998,1
356,JAMMU AND KASHMIR,REASI,9,10,0.9,0.09999999999999998,1
357,JAMMU AND KASHMIR,SAMBA,9,10,0.9,0.09999999999999998,1
358,JAMMU AND KASHMIR,SHOPIAN,1,10,0.1,0.9,5
359,JAMMU AND KASHMIR,SHUPIYAN,9,10,0.9,0.09999999999999998,1
360,JAMMU AND KASHMIR,SRINAGAR,9,10,0.9,0.09999999999999998,1
361,JAMMU AND KASHMIR,UDHAMPUR,9,10,0.9,0.09999999999999998,1
362,JHARKHAND,BOKARO,9,10,0.9,0.09999999999999998,1
363,JHARKHAND,BOKARO *,4,10,0.4,0.6,6
