state,district,mean_cci,min_cci
CHHATTISGARH,JANJGIR-CHAMPA,0.7719960169615329,0.0
CHHATTISGARH,JASHPUR,0.6539359684743198,0.0
CHHATTISGARH,KABEERDHAM,0.7164477404757669,0.0
CHHATTISGARH,KANKER,0.7645843286199956,0.0
CHHATTISGARH,KAWARDHA,0.7327489038172498,0.0
CHHATTISGARH,KHAIRAGARH CHHUIKHADAN GANDAI,0.154407681117409,0.0
CHHATTISGARH,KONDAGAON,0.7205614686459869,0.0
CHHATTISGARH,KORBA,0.7456289452922508,0.0
CHHATTISGARH,KORIYA,0.7690711617270958,0.0
CHHATTISGARH,MAHASAMUND,0.6920261174993501,0.0
CHHATTISGARH,MANENDRAGARHCHIRMIRIBHARATPUR,0.2796590909090909,0.0
CHHATTISGARH,MANENDRAGARH–CHIRMIRI–BHARATPUR,0.030060823175350054,0.0
CHHATTISGARH,MOHALLA-MANPUR-AMBAGARH CHOWKI,0.11317073170731709,0.0
CHHATTISGARH,MOHLA-MANPUR-AMBAGARH CHOUKI,0.31643400008866596,0.0
CHHATTISGARH,MUNGELI,0.7621940844602512,0.0
CHHATTISGARH,NARAYANPUR,0.6872313909198603,0.0
CHHATTISGARH,RAIGARH,0.7804730116616433,0.0
CHHATTISGARH,RAIPUR,0.7015851433941966,0.0
CHHATTISGARH,RAJNANDGAON,0.7399212132994795,0.0
CHHATTISGARH,SAKTI,0.47995853582501236,0.0
CHHATTISGARH,SARANGARH-BILAIGARH,0.06862903124913138,0.0
CHHATTISGARH,SUKMA,0.7475179859197362,0.0
CHHATTISGARH,SURAJPUR,0.7787906779702116,0.0
CHHATTISGARH,SURGUJA,0.6219264255061384,0.0
CHHATTISGARH,UTTAR BASTAR KANKER,0.7596462620472798,0.0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,0.3808791208791209,0.0
DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,0.7900651878529898,0.0
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,0.650445344174357,0.0
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,0.5191259142583735,0.0
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,0.0866600790513834,0.0
DAMAN & DIU,DAMAN,0.8031223438119175,0.0
DAMAN & DIU,DIU,0.6463521683630379,0.0
DAMAN AND DIU,DAMAN,0.8358617758639729,0.0
DAMAN AND DIU,DIU,0.8380636430217969,0.0
DARBHANGA,NEAR UNIVERSITY THANA,0.0,0.0
DELHI,CENTRAL DELHI,0.732545894946306,0.0
DELHI,EAST DELHI,0.6182255011126871,0.0
DELHI,NAJAFGARH,0.45696678321678325,0.0
DELHI,NEW DELHI,0.6603269290154199,0.0
DELHI,NORTH DELHI,0.6415420602709812,0.0
DELHI,NORTH EAST,0.6800105645829586,0.0
DELHI,NORTH EAST   *,0.0,0.0
DELHI,NORTH EAST DELHI,0.6623096073474004,0.0
DELHI,NORTH WEST DELHI,0.688943339263784,0.0
DELHI,SHAHDARA,0.35785655258136523,0.0
DELHI,SOUTH DELHI,0.7247151470241001,0.0
DELHI,SOUTH EAST DELHI,0.5844377599409378,0.0
DELHI,SOUTH WEST DELHI,0.6785892052278295,0.0
DELHI,WEST DELHI,0.6417637696316076,0.0
GOA,BARDEZ,0.19642857142857145,0.0
GOA,BICHOLIM,0.0,0.0
GOA,NORTH GOA,0.8238356653311854,0.0
GOA,SOUTH GOA,0.8213168914942915,0.0
GOA,TISWADI,0.0,0.0
GUJARAT,AHMADABAD,0.4982917458584276,0.0
GUJARAT,AHMEDABAD,0.7155031955367179,0.0
GUJARAT,AMRELI,0.8052080867174582,0.0
GUJARAT,ANAND,0.8035383668858491,0.0
GUJARAT,ARVALLI,0.7788230686077895,0.0
GUJARAT,BANAS KANTHA,0.17056905801348682,0.0
GUJARAT,BANASKANTHA,0.7181350292036817,0.0
GUJARAT,BHARUCH,0.7530398484981904,0.0
GUJARAT,BHAVNAGAR,0.7818793346758578,0.0
GUJARAT,BOTAD,0.7464071388644997,0.0
GUJARAT,CHHOTAUDEPUR,0.7421317126476366,0.0
GUJARAT,DAHOD,0.7566945470251796,0.0
GUJARAT,DANG,0.0,0.0
GUJARAT,DEVBHUMI DWARKA,0.816803790940736,0.0
GUJARAT,DOHAD,0.450987840517535,0.0
GUJARAT,GANDHINAGAR,0.7039689117213516,0.0
GUJARAT,GIR SOMNATH,0.7712551336863783,0.0
GUJARAT,JAMNAGAR,0.781514355573792,0.0
GUJARAT,JUNAGADH,0.7782746449939411,0.0
GUJARAT,KACHCHH,0.7567462589400307,0.0
GUJARAT,KHEDA,0.7676644261046055,0.0
GUJARAT,MAHESANA,0.7482237689665002,0.0
GUJARAT,MAHISAGAR,0.8270492269165006,0.0
GUJARAT,MORBI,0.7255433380510221,0.0
GUJARAT,NARMADA,0.7465263864272966,0.0
GUJARAT,NAVSARI,0.7574315513109754,0.0
GUJARAT,PANCH MAHALS,0.17614253393665158,0.0
GUJARAT,PANCHMAHALS,0.8011053944691364,0.0
GUJARAT,PATAN,0.765860917007385,0.0
GUJARAT,PORBANDAR,0.7500071976326602,0.0
GUJARAT,RAJKOT,0.7533334714396906,0.0
GUJARAT,SABAR KANTHA,0.17448867442487653,0.0
GUJARAT,SABARKANTHA,0.7379518295478811,0.0
GUJARAT,SURAT,0.6916852231327577,0.0
GUJARAT,SURENDRA NAGAR,0.7794955948975915,0.0
GUJARAT,SURENDRANAGAR,0.22207602339181287,0.0
GUJARAT,TAPI,0.7668845802003784,0.0
GUJARAT,THE DANGS,0.7731387056668168,0.0
GUJARAT,VADODARA,0.7505644914468836,0.0
GUJARAT,VALSAD,0.7188669348534662,0.0
HARYANA,AKHERA,0.0,0.0
HARYANA,AMBALA,0.7705166613830979,0.0
HARYANA,BHIWANI,0.8069341242786503,0.0
HARYANA,CHARKHI DADRI,0.581281821898586,0.0
HARYANA,FARIDABAD,0.6415352293357881,0.0
HARYANA,FATEHABAD,0.7716243207811765,0.0
HARYANA,GURGAON,0.6456823501636604,0.0
HARYANA,GURUGRAM,0.0,0.0
HARYANA,HISAR,0.7904293995754573,0.0
HARYANA,JHAJJAR,0.7809596237595335,0.0
HARYANA,JHAJJAR *,0.0,0.0
HARYANA,JIND,0.7848466398178486,0.0
HARYANA,KAITHAL,0.7763758518838013,0.0
HARYANA,KARNAL,0.7357677235875493,0.0
HARYANA,KURUKSHETRA,0.7814332431534771,0.0
HARYANA,MAHENDRAGARH,0.7715507481389889,0.0
HARYANA,MEWAT,0.7555600914050415,0.0
HARYANA,NUH,0.0,0.0
HARYANA,PALWAL,0.7214368754314038,0.0
HARYANA,PANCHKULA,0.690061825837096,0.0
HARYANA,PANIPAT,0.7028455936279929,0.0
HARYANA,REWARI,0.6967271488589737,0.0
HARYANA,ROHTAK,0.7682372130589888,0.0
HARYANA,SIRSA,0.7896346728245528,0.0
HARYANA,SONIPAT,0.737510584055621,0.0
HARYANA,YAMUNA NAGAR,0.7558791668490648,0.0
HARYANA,YAMUNANAGAR,0.6524303297076407,0.0
HIMACHAL PRADESH,BILASPUR,0.8239056018101539,0.0
HIMACHAL PRADESH,CHAMBA,0.7777182607611041,0.0
HIMACHAL PRADESH,HAMIRPUR,0.8449071791052388,0.0
HIMACHAL PRADESH,KANGRA,0.8426662993361838,0.0
HIMACHAL PRADESH,KINNAUR,0.8399990075859718,0.0
HIMACHAL PRADESH,KULLU,0.8077550683579553,0.0
HIMACHAL PRADESH,LAHAUL AND SPITI,0.19178571428571428,0.0
HIMACHAL PRADESH,LAHUL & SPITI,0.4532925407925408,0.0
HIMACHAL PRADESH,LAHUL AND SPITI,0.5378750454242887,0.0
HIMACHAL PRADESH,MANDI,0.8385383556303607,0.0
HIMACHAL PRADESH,SHIMLA,0.8296612185490909,0.0
HIMACHAL PRADESH,SIRMAUR,0.7653005873120982,0.0
HIMACHAL PRADESH,SOLAN,0.8343050315739637,0.0
HIMACHAL PRADESH,UNA,0.8446084978829029,0.0
JAIPUR,NEAR MEERA HOSPITAL,0.0,0.0
JAMMU & KASHMIR,ANANTNAG,0.14166666666666666,0.0
JAMMU & KASHMIR,BADGAM,0.15,0.0
JAMMU & KASHMIR,BANDIPUR,0.0,0.0
JAMMU & KASHMIR,BARAMULA,0.2403968253968254,0.0
JAMMU & KASHMIR,DODA,0.06666666666666667,0.0
JAMMU & KASHMIR,JAMMU,0.25321012321012326,0.0
JAMMU & KASHMIR,KARGIL,0.0,0.0
JAMMU & KASHMIR,KATHUA,0.32065934065934065,0.0
JAMMU & KASHMIR,KUPWARA,0.0,0.0
JAMMU & KASHMIR,LEH (LADAKH),0.16214285714285714,0.0
JAMMU & KASHMIR,PULWAMA,0.05,0.0
JAMMU & KASHMIR,PUNCH,0.05,0.0
JAMMU & KASHMIR,RAJAURI,0.1,0.0
JAMMU & KASHMIR,SRINAGAR,0.075,0.0
JAMMU & KASHMIR,UDHAMPUR,0.0,0.0
JAMMU AND KASHMIR,?,0.0,0.0
JAMMU AND KASHMIR,ANANTNAG,0.7304480139527139,0.0
JAMMU AND KASHMIR,BADGAM,0.7505490332168864,0.0
JAMMU AND KASHMIR,BANDIPORE,0.709287040955096,0.0
JAMMU AND KASHMIR,BANDIPUR,0.0,0.0
JAMMU AND KASHMIR,BARAMULA,0.7507699364127195,0.0
JAMMU AND KASHMIR,BUDGAM,0.6895499167162786,0.0
JAMMU AND KASHMIR,DODA,0.803159769782446,0.0
JAMMU AND KASHMIR,GANDERBAL,0.7830597247445932,0.0
JAMMU AND KASHMIR,JAMMU,0.8406867400865851,0.0
JAMMU AND KASHMIR,KARGIL,0.7405980056699002,0.0
JAMMU AND KASHMIR,KATHUA,0.8194967439437123,0.0
JAMMU AND KASHMIR,KISHTWAR,0.8055763172634837,0.0
JAMMU AND KASHMIR,KULGAM,0.7638025477845077,0.0
JAMMU AND KASHMIR,KUPWARA,0.6757868005777626,0.0
JAMMU AND KASHMIR,LEH,0.7840572910885443,0.0
JAMMU AND KASHMIR,POONCH,0.05,0.0
JAMMU AND KASHMIR,PULWAMA,0.7192437097224588,0.0
JAMMU AND KASHMIR,PUNCH,0.7595438550817476,0.0
JAMMU AND KASHMIR,RAJOURI,0.8249391813955806,0.0
JAMMU AND KASHMIR,RAMBAN,0.800799287661518,0.0
JAMMU AND KASHMIR,REASI,0.7920856799611754,0.0
JAMMU AND KASHMIR,SAMBA,0.8136976487036313,0.0
JAMMU AND KASHMIR,SHOPIAN,0.0,0.0
JAMMU AND KASHMIR,SHUPIYAN,0.7522641377053392,0.0
JAMMU AND KASHMIR,SRINAGAR,0.8060432171012382,0.0
JAMMU AND KASHMIR,UDHAMPUR,0.8380732807591906,0.0
JHARKHAND,BOKARO,0.779137679810528,0.0
JHARKHAND,BOKARO *,0.05,0.0
JHARKHAND,CHATRA,0.7430778256879371,0.0
JHARKHAND,DEOGHAR,0.7314821921392636,0.0
JHARKHAND,DHANBAD,0.7393936082450496,0.0
JHARKHAND,DUMKA,0.7369204617211365,0.0
JHARKHAND,EAST SINGHBHUM,0.8010317748219592,0.0
JHARKHAND,EAST SINGHBUM,0.0,0.0
JHARKHAND,GARHWA,0.7854955596711269,0.0
JHARKHAND,GARHWA *,0.7185546201447893,0.0
JHARKHAND,GIRIDIH,0.6887604167361524,0.0
JHARKHAND,GODDA,0.7783651113977118,0.0
JHARKHAND,GUMLA,0.7551978598202901,0.0
JHARKHAND,HAZARIBAG,0.6678137829852964,0.0
JHARKHAND,HAZARIBAGH,0.7365835222469451,0.0
JHARKHAND,JAMTARA,0.7570989501395741,0.0
JHARKHAND,KHUNTI,0.758206761491034,0.0
JHARKHAND,KODARMA,0.6920947989373223,0.0
JHARKHAND,KODERMA,0.7584459242281991,0.0
JHARKHAND,LATEHAR,0.7574977109772232,0.0
JHARKHAND,LOHARDAGA,0.746012227848199,0.0
JHARKHAND,PAKAUR,0.6490310935778577,0.0
JHARKHAND,PAKUR,0.6606621081117934,0.0
JHARKHAND,PALAMAU,0.6759586735507954,0.0
JHARKHAND,PALAMU,0.7508085025583782,0.0
JHARKHAND,PASHCHIMI SINGHBHUM,0.7500790710562095,0.0
JHARKHAND,PURBI SINGHBHUM,0.790998359620273,0.0
JHARKHAND,RAMGARH,0.7413200231436774,0.0
JHARKHAND,RANCHI,0.7311686474067189,0.0
JHARKHAND,SAHEBGANJ,0.7395790815437073,0.0
JHARKHAND,SAHIBGANJ,0.6842553223184943,0.0
JHARKHAND,SERAIKELA-KHARSAWAN,0.7953564530732882,0.0
JHARKHAND,SIMDEGA,0.7831412785690217,0.0
JHARKHAND,WEST SINGHBHUM,0.7712584614900478,0.0
KARNATAKA,BAGALKOT,0.6748842401269265,0.0
KARNATAKA,BAGALKOT *,0.6775310603221373,0.0
KARNATAKA,BALLARI,0.7508545487575772,0.0
KARNATAKA,BANGALORE,0.8083997529349155,0.0
KARNATAKA,BANGALORE RURAL,0.6776248985516505,0.0
KARNATAKA,BELAGAVI,0.7419829140411008,0.0
KARNATAKA,BELGAUM,0.7346051594452072,0.0
KARNATAKA,BELLARY,0.7822384527808552,0.0
KARNATAKA,BENGALURU,0.6794886433779397,0.0
KARNATAKA,BENGALURU RURAL,0.10833333333333332,0.0
KARNATAKA,BENGALURU SOUTH,0.013509369833661208,0.0
KARNATAKA,BENGALURU URBAN,0.0,0.0
KARNATAKA,BIDAR,0.7625609924388652,0.0
KARNATAKA,BIJAPUR,0.7244230663116711,0.0
KARNATAKA,BIJAPUR(KAR),0.11666666666666665,0.0
KARNATAKA,CHAMARAJANAGAR,0.7620326484770152,0.0
KARNATAKA,CHAMARAJANAGAR *,0.25952380952380955,0.0
KARNATAKA,CHAMRAJANAGAR,0.7782355789557072,0.0
KARNATAKA,CHAMRAJNAGAR,0.7112492614505156,0.0
KARNATAKA,CHICKMAGALUR,0.7697204568633419,0.0
KARNATAKA,CHIKKABALLAPUR,0.741641302956306,0.0
KARNATAKA,CHIKKAMAGALURU,0.7460609902607305,0.0
KARNATAKA,CHIKMAGALUR,0.7222530697131884,0.0
KARNATAKA,CHITRADURGA,0.7338417607857279,0.0
KARNATAKA,DAKSHINA KANNADA,0.7386544969552682,0.0
KARNATAKA,DAVANAGERE,0.7275506785665069,0.0
KARNATAKA,DAVANGERE,0.7755067612394612,0.0
KARNATAKA,DHARWAD,0.7128695144194883,0.0
KARNATAKA,GADAG,0.6873190763188225,0.0
KARNATAKA,GADAG *,0.6761748116763029,0.0
KARNATAKA,GULBARGA,0.7782441937630835,0.0
KARNATAKA,HASAN,0.7523096641288094,0.0
KARNATAKA,HASSAN,0.7304960503195661,0.0
KARNATAKA,HAVERI,0.657635919035225,0.0
KARNATAKA,HAVERI *,0.6900809770947516,0.0
KARNATAKA,KALABURAGI,0.7493655867750675,0.0
KARNATAKA,KODAGU,0.7558220245930223,0.0
KARNATAKA,KOLAR,0.7404196702799618,0.0
KARNATAKA,KOPPAL,0.7005356441252137,0.0
KARNATAKA,MANDYA,0.7833179603028253,0.0
KARNATAKA,MYSORE,0.816200902019075,0.0
KARNATAKA,MYSURU,0.7716308113168788,0.0
KARNATAKA,RAICHUR,0.7589354986128992,0.0
KARNATAKA,RAMANAGAR,0.7393096470637428,0.0
KARNATAKA,RAMANAGARA,0.0,0.0
KARNATAKA,SHIMOGA,0.7559988031754445,0.0
KARNATAKA,SHIVAMOGGA,0.7404466939209999,0.0
KARNATAKA,TUMAKURU,0.7640080924331105,0.0
KARNATAKA,TUMKUR,0.7830384749900361,0.0
KARNATAKA,UDUPI,0.7430894355656555,0.0
KARNATAKA,UDUPI *,0.06666666666666667,0.0
KARNATAKA,UTTARA KANNADA,0.7615981105808849,0.0
KARNATAKA,VIJAYANAGARA,0.6193243641897175,0.0
KARNATAKA,VIJAYAPURA,0.7359913199488608,0.0
KARNATAKA,YADGIR,0.7073957965981934,0.0
KERALA,ALAPPUZHA,0.7972456610437744,0.0
KERALA,ERNAKULAM,0.7786225918309846,0.0
KERALA,IDUKKI,0.8031318909892032,0.0
KERALA,KANNUR,0.7760928135203338,0.0
KERALA,KASARAGOD,0.7942707416917876,0.0
KERALA,KASARGOD,0.6085648626539223,0.0
KERALA,KOLLAM,0.7914728418565982,0.0
KERALA,KOTTAYAM,0.8032542005128807,0.0
KERALA,KOZHIKODE,0.7514515553420338,0.0
