state,district,mean_update_dependency,max_update_dependency,dependency_volatility
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,0.8763829242475605,0.9979296066252588,0.3093126318959271
ARUNACHAL PRADESH,LOWER SIANG,0.5745191855007595,0.9921259842519685,0.49491389557002785
ARUNACHAL PRADESH,LOWER SUBANSIRI,0.8804990555168086,0.9981167608286252,0.31019657991336635
ARUNACHAL PRADESH,NAMSAI,0.8806949168658598,0.999083409715857,0.31076207655139615
ARUNACHAL PRADESH,PAKKE KESSANG,0.47041878952537947,0.9591836734693877,0.49602511408878963
ARUNACHAL PRADESH,PAPUM PARE,0.8757807832019452,0.9996058336618053,0.3093237040934891
ARUNACHAL PRADESH,SHI-YOMI,0.8549485348669666,0.9795918367346939,0.3027820267231222
ARUNACHAL PRADESH,SIANG,0.8660457586402108,0.9966887417218543,0.3094592677420426
ARUNACHAL PRADESH,TAWANG,0.8696299119093582,0.9970845481049563,0.30867741129784276
ARUNACHAL PRADESH,TIRAP,0.8762431054898643,0.9971910112359551,0.30898177708802893
ARUNACHAL PRADESH,UPPER SIANG,0.8883830932768338,0.9954954954954955,0.3122805330309646
ARUNACHAL PRADESH,UPPER SUBANSIRI,0.8753103201317696,0.9991909385113269,0.3091400906585415
ARUNACHAL PRADESH,WEST KAMENG,0.8679835612608665,0.9989669421487604,0.307702735417533
ARUNACHAL PRADESH,WEST SIANG,0.8828097557724804,0.9993954050785974,0.3108770662960664
ASSAM,BAJALI,0.38298134258348243,0.9838274932614556,0.4945333915638904
ASSAM,BAKSA,0.8075798964963244,0.9942084942084942,0.2934169756260507
ASSAM,BARPETA,0.8210308733251394,0.9966946107784431,0.3004165623666377
ASSAM,BISWANATH,0.8540413983258537,0.9997369113391212,0.304166050150215
ASSAM,BONGAIGAON,0.8623981677130699,0.993407076404659,0.30401034294316615
ASSAM,CACHAR,0.7827103328930145,0.9999351575671119,0.3001544867523928
ASSAM,CHARAIDEO,0.830259513892741,0.9996318114874816,0.30965527462732695
ASSAM,CHIRANG,0.8211768664292945,0.9997303855486654,0.30931879537987444
ASSAM,DARRANG,0.7937499264003482,0.999876329458323,0.2864863962302118
ASSAM,DHEMAJI,0.7437806007323408,0.9905024848150193,0.3003394027627246
ASSAM,DHUBRI,0.8283223607019927,0.999746063991874,0.2947660933042245
ASSAM,DIBRUGARH,0.7811783246023715,0.9961761058288549,0.29441279084489297
ASSAM,DIMA HASAO,0.34703601243277515,0.9731543624161074,0.45086229665044
ASSAM,GOALPARA,0.7753058591730673,0.99988477935246,0.2894458549919606
ASSAM,GOLAGHAT,0.6592262832115063,0.9999039569727238,0.31518780442221206
ASSAM,HAILAKANDI,0.8091778096248865,0.9996714848883048,0.296438107743916
ASSAM,HOJAI,0.7987535349203763,0.9995196926032661,0.2924665310417045
ASSAM,JORHAT,0.7796451029239083,0.999856938483548,0.29900709824764116
ASSAM,KAMRUP,0.7729018828704526,0.9949930755299883,0.2914359813115751
ASSAM,KAMRUP METRO,0.8046709988938942,0.9998931738062173,0.2889487707108202
ASSAM,KARBI ANGLONG,0.7993081527832365,0.9998989796949187,0.31101014432152096
ASSAM,KARIMGANJ,0.7165224651578559,0.9998712004121587,0.28967642597215626
ASSAM,KOKRAJHAR,0.8122736484315141,0.9618146785776843,0.2891193572873048
ASSAM,LAKHIMPUR,0.7752523153374955,0.9923123304190533,0.2843502458441446
ASSAM,MAJULI,0.8413370097805165,0.9990645463049579,0.3100006697494665
ASSAM,MARIGAON,0.7671230920148905,0.9580006142506142,0.28566950276312975
ASSAM,NAGAON,0.854273416625586,0.9998784637822071,0.30300326267457844
ASSAM,NALBARI,0.828117866278847,0.9998672155092285,0.2984512135269474
ASSAM,NORTH CACHAR HILLS,0.7797424290336772,0.9988962472406181,0.32530248744677914
ASSAM,SIBSAGAR,0.8022144524618768,0.9996320824135394,0.30389828788396855
ASSAM,SIVASAGAR,0.0,0.0,0.0
ASSAM,SONITPUR,0.7913009690923318,0.9940005853087504,0.28674055361564227
ASSAM,SOUTH SALMARA MANKACHAR,0.8317780806148967,0.999828001375989,0.313030538561273
ASSAM,SRIBHUMI,0.3856389709188807,0.9873366013071896,0.49795328224885566
ASSAM,TAMULPUR DISTRICT,0.3812064834078059,0.9795918367346939,0.4922432917288144
ASSAM,TINSUKIA,0.7528045562451736,0.9995302959135745,0.3011730545280791
ASSAM,UDALGURI,0.8085206337418951,0.9993979530403372,0.2976163353231653
ASSAM,WEST KARBI ANGLONG,0.5921101549610647,0.9984662576687117,0.348437934335473
BALANAGAR,IDPL COLONY,0.06666666666666667,0.6666666666666666,0.21081851067789195
BIHAR,ARARIA,0.8567827220470956,0.9999840038390786,0.3041518999024047
BIHAR,ARWAL,0.8432245461602339,0.9999111269107714,0.30079017089223453
BIHAR,AURANGABAD,0.8657288662989634,0.9999751922599851,0.3074748190732602
BIHAR,AURANGABAD(BH),0.35424822783586296,0.9240924092409241,0.45759992108880754
BIHAR,BANKA,0.8516349748330676,0.9999751552795031,0.302249916439941
BIHAR,BEGUSARAI,0.8631780351076699,0.9999825990116239,0.3059136469116308
BIHAR,BHABUA,0.32655245973646474,0.8679245283018868,0.4227444991641627
BIHAR,BHAGALPUR,0.8255032262541366,0.9989360444496985,0.29700489716075673
BIHAR,BHOJPUR,0.8583980050841451,0.9999797102625492,0.30496815902485347
BIHAR,BUXAR,0.8627889678325917,0.9999645566031048,0.307155806890094
BIHAR,DARBHANGA,0.8670863878856897,0.999983907047104,0.3072611997547677
BIHAR,EAST CHAMPARAN,0.8441787750709855,0.999988251189567,0.30118967099767013
BIHAR,GAYA,0.8255747761702696,0.9999893025246042,0.29254468064964106
BIHAR,GOPALGANJ,0.8311130965350934,0.9999742884323657,0.29679130112247026
BIHAR,JAMUI,0.836858274542627,0.9999659226444028,0.29758719300758835
BIHAR,JEHANABAD,0.8541349813937467,0.9999386314820498,0.30289478097718386
BIHAR,KAIMUR (BHABUA),0.8496819961536136,0.9999574558604553,0.29987392802002305
BIHAR,KATIHAR,0.8667324157264856,0.9999856243351255,0.30617145090495634
BIHAR,KHAGARIA,0.8644770315702314,0.9999631865704609,0.30719270289308126
BIHAR,KISHANGANJ,0.8785799039154328,0.9999768099809841,0.3102026668569537
BIHAR,LAKHISARAI,0.8398141264246849,0.9999389611182323,0.30289075198244425
BIHAR,MADHEPURA,0.8699978461552735,0.9999727891156462,0.30802888778599924
BIHAR,MADHUBANI,0.8412087402567943,0.996017613937148,0.2974954705794311
BIHAR,MONGHYR,0.3499185021680777,0.9435483870967742,0.45271097256066195
BIHAR,MUNGER,0.847124849125499,0.9999548736462094,0.29971227307649245
BIHAR,MUZAFFARPUR,0.8285104219327228,0.9990525637624588,0.29461196113044436
BIHAR,NALANDA,0.8500361565730227,0.9999761649386247,0.3020535396692455
BIHAR,NAWADA,0.8297004067214834,0.9999707730527546,0.3033738636121958
BIHAR,PASHCHIM CHAMPARAN,0.4752524594614137,0.9761904761904762,0.5011056654254166
BIHAR,PATNA,0.8516577650592053,0.9989473547414521,0.3004740250551324
BIHAR,PURBA CHAMPARAN,0.3593858413934746,0.9432989690721649,0.46436079026104027
BIHAR,PURBI CHAMPARAN,0.0,0.0,0.0
BIHAR,PURNEA,0.8784801092319008,0.9987129987129987,0.3097465089787367
BIHAR,PURNIA,0.8552737349757316,0.9999831530711951,0.30288671675354534
BIHAR,ROHTAS,0.8778092866772107,0.9999740636995539,0.30971442630339224
BIHAR,SAHARSA,0.8424435541509674,0.9999743681755268,0.2985105463771601
BIHAR,SAMASTIPUR,0.862975407635836,0.9999877928197366,0.30595556392151624
BIHAR,SAMSTIPUR,0.3517942361281145,0.9565217391304348,0.4551450878298392
BIHAR,SARAN,0.8383369260299416,0.999984765619049,0.2987311241683911
BIHAR,SHEIKHPURA,0.8682903053203075,0.9999081388939923,0.308047963764024
BIHAR,SHEIKPURA,0.36193069213170126,0.9240506329113924,0.46744875459796664
BIHAR,SHEOHAR,0.8643398762405642,0.9999266162765099,0.307000767535471
BIHAR,SITAMARHI,0.7831656268840088,0.9807979763136714,0.2872048568803614
BIHAR,SIWAN,0.8513152613991034,0.9999785001719986,0.3020308284184307
BIHAR,SUPAUL,0.8658962872465285,0.9999798077699701,0.3074322867489549
BIHAR,VAISHALI,0.8589180087608093,0.9999854118951407,0.3060927670167163
BIHAR,WEST CHAMPARAN,0.8300282579253908,0.9999861401782373,0.3013817484648783
CHANDIGARH,CHANDIGARH,0.8752323243049662,0.9999773386511965,0.30911836870013715
CHANDIGARH,MOHALI,0.275,0.8333333333333334,0.36440802663572497
CHANDIGARH,RUPNAGAR,0.3325757575757576,0.9090909090909091,0.4309896653323647
CHHATISGARH,RAIPUR,0.2633333333333333,0.8,0.3472822170391178
CHHATTISGARH,BALOD,0.8876999794885337,0.9999549610413008,0.3123745628727974
CHHATTISGARH,BALODA BAZAR,0.8821356249485774,0.9999724168367629,0.31062108210308526
CHHATTISGARH,BALRAMPUR,0.8545888521518086,0.9999636323962614,0.30456829498827115
CHHATTISGARH,BASTAR,0.8735992152156964,0.9999485278978794,0.3087193799926997
CHHATTISGARH,BEMETARA,0.8840477154532664,0.9999640494679322,0.3113875875376634
CHHATTISGARH,BIJAPUR,0.7613918486875646,0.9771111742962753,0.2750791394847843
CHHATTISGARH,BILASPUR,0.8757954423741234,0.999981990743242,0.30925184726785815
CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,0.8716741800364206,0.9998401534526854,0.30946745438214496
CHHATTISGARH,DANTEWADA,0.8734367328878807,0.9998322710499832,0.3102006125669364
CHHATTISGARH,DHAMTARI,0.8865775690725597,0.999941819874331,0.3120586253527996
CHHATTISGARH,DURG,0.8849904549936835,0.999970321125423,0.3113189499979673
CHHATTISGARH,GARIYABAND,0.8855176440158736,0.9998639455782313,0.3118307526879761
CHHATTISGARH,GAURELA-PENDRA-MARWAHI,0.8780726159780942,0.9989680082559339,0.3100006364913196
CHHATTISGARH,GAURELLA PENDRA MARWAHI,0.0,0.0,0.0
CHHATTISGARH,JANJGIR - CHAMPA,0.36529446597046217,0.9516129032258065,0.4726189138482858
CHHATTISGARH,JANJGIR CHAMPA,0.36968746961270516,0.973404255319149,0.47791598616773273
CHHATTISGARH,JANJGIR-CHAMPA,0.8848738733117459,0.9999777693795434,0.3117232892341294
CHHATTISGARH,JASHPUR,0.884275794359095,0.999958256804141,0.3115143179844459
CHHATTISGARH,KABEERDHAM,0.8840023951691733,0.9998965124702474,0.3114078818185476
CHHATTISGARH,KANKER,0.8820576117290472,0.9999078341013825,0.31109068664645584
CHHATTISGARH,KAWARDHA,0.8843906854671874,0.9999562516405635,0.31150940467547034
CHHATTISGARH,KHAIRAGARH CHHUIKHADAN GANDAI,0.5766904156752883,0.999490575649516,0.4969931116884721
CHHATTISGARH,KONDAGAON,0.8728934125316151,0.9999780494764801,0.30912549993681926
CHHATTISGARH,KORBA,0.8804234684651586,0.9999689132056703,0.31052474092685867
CHHATTISGARH,KORIYA,0.8831466021423852,0.9999330655957162,0.3112477367435107
CHHATTISGARH,MAHASAMUND,0.8793582298737359,0.999988770858131,0.3104948189543802
CHHATTISGARH,MANENDRAGARHCHIRMIRIBHARATPUR,0.2967606183956252,0.9925373134328358,0.4778360356185743
CHHATTISGARH,MANENDRAGARH–CHIRMIRI–BHARATPUR,0.37372980878767914,0.9792249300838993,0.48286456556547663
CHHATTISGARH,MOHALLA-MANPUR-AMBAGARH CHOWKI,0.4572880983750549,0.9855072463768116,0.4850424041689831
CHHATTISGARH,MOHLA-MANPUR-AMBAGARH CHOUKI,0.8898508833360539,0.9997470915528579,0.3129917019764377
CHHATTISGARH,MUNGELI,0.8799813184603809,0.9999626293957173,0.3105797664661939
CHHATTISGARH,NARAYANPUR,0.8734292559779145,0.9999240756206818,0.3090387217415455
CHHATTISGARH,RAIGARH,0.8848552528672855,0.9999679384418083,0.3114732310158226
CHHATTISGARH,RAIPUR,0.8750082038415125,0.9999804779009839,0.3092398598768879
CHHATTISGARH,RAJNANDGAON,0.8844064871239408,0.9999886142390326,0.3114932627301409
CHHATTISGARH,SAKTI,0.8777318920845996,0.9990999099909991,0.3100632385778981
CHHATTISGARH,SARANGARH-BILAIGARH,0.3905961420826506,0.9827233462150489,0.5042761893100948
CHHATTISGARH,SUKMA,0.8504135255832306,0.9997481108312343,0.3015595980036474
CHHATTISGARH,SURAJPUR,0.8815752318939966,0.9999247554552295,0.31073807138414383
CHHATTISGARH,SURGUJA,0.884057821997469,0.999966962899336,0.3114700681614476
CHHATTISGARH,UTTAR BASTAR KANKER,0.8841226712308592,0.9998185447287243,0.3114061889555978
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,0.5767993529450406,0.9928571428571429,0.4969794047563853
DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,0.8804758151720306,0.9997729852440409,0.31040639402425546
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,0.8811884496980917,0.9974160206718347,0.31039189726320804
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,0.8730634028921314,0.9985294117647059,0.30803447907269477
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,0.45855494751664105,0.9947916666666666,0.4853735619320566
DAMAN & DIU,DAMAN,0.890893556303037,0.9967213114754099,0.3130714116729109
DAMAN & DIU,DIU,0.7801139153817694,0.9952830188679245,0.41150786840342957
DAMAN AND DIU,DAMAN,0.8892380025803366,0.9987029831387808,0.3126703861714545
DAMAN AND DIU,DIU,0.8770641945480053,0.9975,0.3097199253038808
DARBHANGA,NEAR UNIVERSITY THANA,0.06666666666666667,0.6666666666666666,0.21081851067789195
DELHI,CENTRAL DELHI,0.8544610208594641,0.9999502413295517,0.30295370587526815
DELHI,EAST DELHI,0.861086186721883,0.99996809902064,0.30413615692498325
DELHI,NAJAFGARH,0.6694470276780481,0.9954545454545455,0.46349787309245644
DELHI,NEW DELHI,0.7838797973379348,0.9995706311721769,0.34143570165638765
DELHI,NORTH DELHI,0.861711905853657,0.9999669552574185,0.3049756597146782
DELHI,NORTH EAST,0.8646094462636407,0.9999199167133819,0.3076130433114253
DELHI,NORTH EAST   *,0.0,0.0,0.0
DELHI,NORTH EAST DELHI,0.8532332812369845,0.9999836553234611,0.3030520626815344
DELHI,NORTH WEST DELHI,0.8679540287341381,0.9994656762698948,0.306612309421966
DELHI,SHAHDARA,0.8580880135438751,0.9998268997749697,0.3032789192976021
DELHI,SOUTH DELHI,0.8609189379941314,0.9999852084134544,0.3050740183792939
DELHI,SOUTH EAST DELHI,0.8728779337166032,0.9916666666666667,0.30766327922628195
DELHI,SOUTH WEST DELHI,0.8648322249829719,0.9999823751277803,0.30562936722384826
DELHI,WEST DELHI,0.8501128920570571,0.9958283831947294,0.30022069332399315
GOA,BARDEZ,0.36693121693121694,0.9629629629629629,0.4741547215825936
GOA,BICHOLIM,0.13333333333333333,0.6666666666666666,0.28109134757052257
GOA,NORTH GOA,0.8812716054835942,0.9998845798707294,0.3106686291697468
GOA,SOUTH GOA,0.883077168854032,0.9998732894069944,0.3111938071888838
GOA,TISWADI,0.19166666666666665,0.75,0.31439241815379804
GUJARAT,AHMADABAD,0.7524693215191421,0.9996473906911142,0.3695999473362439
GUJARAT,AHMEDABAD,0.8701559542788401,0.9999911357733594,0.3077284080541315
GUJARAT,AMRELI,0.8595713937872601,0.9999362082163817,0.3041810023861899
GUJARAT,ANAND,0.8555807959738526,0.9999622484805013,0.30326759864971536
GUJARAT,ARVALLI,0.8438626424747708,0.999791492910759,0.3005187386898314
GUJARAT,BANAS KANTHA,0.3290855613746403,0.927461139896373,0.42445300029789823
GUJARAT,BANASKANTHA,0.8252799131261426,0.999970881984684,0.2992776305047264
GUJARAT,BHARUCH,0.865407898766445,0.9999624723233385,0.30616005076976505
GUJARAT,BHAVNAGAR,0.8518125074944898,0.9999713966991791,0.30235830214500115
GUJARAT,BOTAD,0.8012787765206342,0.9997930035189402,0.291803566117066
GUJARAT,CHHOTAUDEPUR,0.8242491113387812,0.9998481166464156,0.29733905109762426
GUJARAT,DAHOD,0.8348588536853161,0.9999641820982127,0.29867394159943084
GUJARAT,DANG,0.0,0.0,0.0
GUJARAT,DEVBHUMI DWARKA,0.8267792611745313,0.9997747747747747,0.2959789237230882
GUJARAT,DOHAD,0.6936310805772246,0.9995755517826825,0.35986287918425097
GUJARAT,GANDHINAGAR,0.8574002687892314,0.999958901857636,0.303062126678452
GUJARAT,GIR SOMNATH,0.8013006352784962,0.9998649743451256,0.2953527941899871
GUJARAT,JAMNAGAR,0.8531012487392922,0.9999566028728898,0.3021486130650003
GUJARAT,JUNAGADH,0.8621319185385513,0.9999563166171588,0.3064071133205716
GUJARAT,KACHCHH,0.8524249798377189,0.9980313600884161,0.30222767594908667
GUJARAT,KHEDA,0.8555601104404913,0.9999731356114335,0.30356864627231556
GUJARAT,MAHESANA,0.8572246203433929,0.99996428443873,0.3031866260121337
GUJARAT,MAHISAGAR,0.8404684467118706,0.9998262682418346,0.2992661549967198
GUJARAT,MORBI,0.7853252562903629,0.9888991674375578,0.28258725227410497
GUJARAT,NARMADA,0.8711278639150777,0.9999060680067631,0.308413794239162
GUJARAT,NAVSARI,0.8664084919968736,0.999938283034006,0.3057050061491022
GUJARAT,PANCH MAHALS,0.35946295729898925,0.9384057971014492,0.46504020300860355
GUJARAT,PANCHMAHALS,0.8558085007295173,0.9999513855128829,0.3035502622691265
GUJARAT,PATAN,0.8298246747834988,0.987525308601659,0.2958194409812286
GUJARAT,PORBANDAR,0.848237233815284,0.9998774960186206,0.30010133098202246
GUJARAT,RAJKOT,0.8469342300112637,0.9999774881249859,0.2998707030228406
GUJARAT,SABAR KANTHA,0.3524095721923764,0.9320987654320988,0.4555639130509967
GUJARAT,SABARKANTHA,0.8632348135199779,0.9999583992012646,0.30560503264527045
GUJARAT,SURAT,0.8617684228802786,0.999989750422795,0.3042430502828197
GUJARAT,SURENDRA NAGAR,0.8466376997906506,0.9999648221761002,0.3028537718469855
GUJARAT,SURENDRANAGAR,0.36226735123326814,0.9503311258278145,0.4680522676712851
GUJARAT,TAPI,0.8604184620178282,0.9998986315255955,0.3069509115276355
GUJARAT,THE DANGS,0.8597956104421558,0.9998329435349148,0.3049000282020941
GUJARAT,VADODARA,0.8600924486622423,0.9983869811456019,0.30406939344407735
GUJARAT,VALSAD,0.8467912420825001,0.9999629766753054,0.30021166801243493
HARYANA,AKHERA,0.05,0.5,0.15811388300841897
HARYANA,AMBALA,0.8692563395937363,0.999930001399972,0.30757868570525426
HARYANA,BHIWANI,0.8735080853963003,0.9999457847655191,0.3088962557608287
HARYANA,CHARKHI DADRI,0.8664974380841072,0.9997160704145373,0.3078557581252225
HARYANA,FARIDABAD,0.8484475617582424,0.9960459818272277,0.2992709314541191
HARYANA,FATEHABAD,0.8750490992347555,0.9999439650341814,0.30916308061976616
HARYANA,GURGAON,0.8629601164712313,0.999966832504146,0.30538097900141836
HARYANA,GURUGRAM,0.0,0.0,0.0
HARYANA,HISAR,0.8702263178916096,0.9999686952166291,0.3077561910701253
HARYANA,JHAJJAR,0.8711830372758513,0.999931157923723,0.30855616829248883
HARYANA,JHAJJAR *,0.0,0.0,0.0
HARYANA,JIND,0.870995333001374,0.9999457288613915,0.30856028746487146
HARYANA,KAITHAL,0.872860843813681,0.9999483310943474,0.3081347301226366
HARYANA,KARNAL,0.8703385758407993,0.9999544315333789,0.3083624530469361
HARYANA,KURUKSHETRA,0.8742174778004612,0.9999335371527316,0.30877234835237705
HARYANA,MAHENDRAGARH,0.8681735195708591,0.9999025151101579,0.3079312312271026
HARYANA,MEWAT,0.8547658641091374,0.9999577667032689,0.30396356125890656
HARYANA,NUH,0.0,0.0,0.0
HARYANA,PALWAL,0.865993428944593,0.9999554148646841,0.30750285235647745
HARYANA,PANCHKULA,0.8784767427274522,0.9999120492524186,0.3099375375056601
HARYANA,PANIPAT,0.8575473313233681,0.9999604805564337,0.3036757445946993
HARYANA,REWARI,0.8748071013770289,0.9999138005344367,0.30915742529975765
HARYANA,ROHTAK,0.8657647343035748,0.9999324187335271,0.3064992828990117
HARYANA,SIRSA,0.8779993398261233,0.999953007518797,0.3098564958929307
HARYANA,SONIPAT,0.8676547086742259,0.9999598458079023,0.3071821435446875
HARYANA,YAMUNA NAGAR,0.8757212208255039,0.9999569818463392,0.30938891703589977
HARYANA,YAMUNANAGAR,0.7678223084800211,0.9904761904761905,0.4059957025897954
HIMACHAL PRADESH,BILASPUR,0.8734910567741345,0.9997489959839357,0.30871517311075014
HIMACHAL PRADESH,CHAMBA,0.8774924700511082,0.9999002195170624,0.30973268768029716
HIMACHAL PRADESH,HAMIRPUR,0.8725794229576553,0.9997615072740281,0.3085965432808968
HIMACHAL PRADESH,KANGRA,0.8762661786044268,0.9999531966676027,0.3095121243088622
HIMACHAL PRADESH,KINNAUR,0.8777610963388238,0.9988235294117647,0.30960952560640836
HIMACHAL PRADESH,KULLU,0.8697433083755748,0.9997724687144482,0.30726962461195007
HIMACHAL PRADESH,LAHAUL AND SPITI,0.37172976011994,0.9565217391304348,0.4803774039953112
HIMACHAL PRADESH,LAHUL & SPITI,0.47770626432391133,0.987012987012987,0.5039508755580827
HIMACHAL PRADESH,LAHUL AND SPITI,0.576649838920064,0.9922480620155039,0.4968964991662992
HIMACHAL PRADESH,MANDI,0.8750672578371557,0.9999219725343321,0.3091074595108825
