state,district,mean_bds,max_bds
ARUNACHAL PRADESH,UPPER SIANG,0.5330458751137533,0.9905660377358491
ARUNACHAL PRADESH,UPPER SUBANSIRI,0.5881949872344487,0.9965397923875432
ARUNACHAL PRADESH,WEST KAMENG,0.627257458106814,0.9984326018808778
ARUNACHAL PRADESH,WEST SIANG,0.4861622903737802,0.9950738916256158
ASSAM,BAJALI,0.009392650792189905,0.03488372093023256
ASSAM,BAKSA,0.5024034949623843,0.998324958123953
ASSAM,BARPETA,0.47453667830240587,0.9995659722222222
ASSAM,BISWANATH,0.48853852113280655,0.9969135802469136
ASSAM,BONGAIGAON,0.3621813219199271,0.9990384615384615
ASSAM,CACHAR,0.4730536469873748,0.9996512033484478
ASSAM,CHARAIDEO,0.4591545360535731,0.9966666666666667
ASSAM,CHIRANG,0.5592983385946403,0.99875
ASSAM,DARRANG,0.49578719455205694,0.9991532599491956
ASSAM,DHEMAJI,0.5031687908190218,0.9988998899889989
ASSAM,DHUBRI,0.3599923006696495,0.9994343891402715
ASSAM,DIBRUGARH,0.4836723216785789,0.9995606326889279
ASSAM,DIMA HASAO,0.021818276684555753,0.07692307692307693
ASSAM,GOALPARA,0.4127513035643222,0.9989473684210526
ASSAM,GOLAGHAT,0.4799997425062684,0.9989327641408752
ASSAM,HAILAKANDI,0.4534199085737286,0.998589562764457
ASSAM,HOJAI,0.48755416330824464,0.9992641648270787
ASSAM,JORHAT,0.4786616635569382,0.9985272459499264
ASSAM,KAMRUP,0.4242967036622172,0.9991850040749797
ASSAM,KAMRUP METRO,0.5097852356688577,0.9994212962962963
ASSAM,KARBI ANGLONG,0.5287129946704151,0.9993206521739131
ASSAM,KARIMGANJ,0.48285789140676716,0.9991836734693877
ASSAM,KOKRAJHAR,0.4506463014480186,0.9990645463049579
ASSAM,LAKHIMPUR,0.5097411051009373,0.9992050874403816
ASSAM,MAJULI,0.4886346154952702,0.9962825278810409
ASSAM,MARIGAON,0.4671622872489336,0.9991922455573505
ASSAM,NAGAON,0.5461339738600135,0.9998192008678358
ASSAM,NALBARI,0.48581075234261417,0.998389694041868
ASSAM,NORTH CACHAR HILLS,0.49231293975077667,0.9934640522875817
ASSAM,SIBSAGAR,0.46494272713795226,0.9976689976689976
ASSAM,SIVASAGAR,0.0,0.0
ASSAM,SONITPUR,0.4840325195077783,0.9992641648270787
ASSAM,SOUTH SALMARA MANKACHAR,0.3549772894887312,0.9938271604938271
ASSAM,SRIBHUMI,0.025669371573218303,0.07330567081604426
ASSAM,TAMULPUR DISTRICT,0.019194270511189774,0.08016877637130802
ASSAM,TINSUKIA,0.4495976666195693,0.9989690721649485
ASSAM,UDALGURI,0.5276057346860983,0.9986996098829649
ASSAM,WEST KARBI ANGLONG,0.6806587392711512,0.9947089947089947
BALANAGAR,IDPL COLONY,0.0,0.0
BIHAR,ARARIA,0.5151848859754501,0.9999220029638873
BIHAR,ARWAL,0.5443703554777438,0.9996281145407214
BIHAR,AURANGABAD,0.5103932275973871,0.9998513453248105
BIHAR,AURANGABAD(BH),0.08944746066843912,0.26587301587301587
BIHAR,BANKA,0.507520603912598,0.9998597672135745
BIHAR,BEGUSARAI,0.5193211293450706,0.9999155904448384
BIHAR,BHABUA,0.07247670807453417,0.2619047619047619
BIHAR,BHAGALPUR,0.48446662099405235,0.9999085421620633
BIHAR,BHOJPUR,0.500598616789743,0.9998763753245148
BIHAR,BUXAR,0.4977648632863966,0.9997870981477539
BIHAR,DARBHANGA,0.540368909657926,0.9999387630128598
BIHAR,EAST CHAMPARAN,0.505846102493847,0.9999378611818803
BIHAR,GAYA,0.5165003760982995,0.9999315865088595
BIHAR,GOPALGANJ,0.5109351475133485,0.9998828216545582
BIHAR,JAMUI,0.519473959383815,0.9997918401332223
BIHAR,JEHANABAD,0.5173102044032839,0.9996589358799455
BIHAR,KAIMUR (BHABUA),0.5344887631500774,0.9998247458815283
BIHAR,KATIHAR,0.5093960510068088,0.999935521310207
BIHAR,KHAGARIA,0.519976999043737,0.9998429648241206
BIHAR,KISHANGANJ,0.5122018629516312,0.9998878546596389
BIHAR,LAKHISARAI,0.5228624921154065,0.9997401922577293
BIHAR,MADHEPURA,0.5455217734217124,0.9999024199843872
BIHAR,MADHUBANI,0.5368705409061643,0.9999485040424326
BIHAR,MONGHYR,0.10156461387582669,0.3157894736842105
BIHAR,MUNGER,0.5144269651167832,0.9997504367357125
BIHAR,MUZAFFARPUR,0.5197474424398052,0.9999383705164551
BIHAR,NALANDA,0.5088036463380221,0.9998936509624587
BIHAR,NAWADA,0.5199975280934501,0.9998546934030805
BIHAR,PASHCHIM CHAMPARAN,0.1818572115012526,0.967741935483871
BIHAR,PATNA,0.5043638233873978,0.9999428962996803
BIHAR,PURBA CHAMPARAN,0.08194790449152686,0.2471264367816092
BIHAR,PURBI CHAMPARAN,0.0,0.0
BIHAR,PURNEA,0.6555238983264684,0.998330550918197
BIHAR,PURNIA,0.5577587808604328,0.9999432076328941
BIHAR,ROHTAS,0.5175015111230883,0.9998770138974296
BIHAR,SAHARSA,0.5872455347737999,0.9999122807017544
BIHAR,SAMASTIPUR,0.5131411966478528,0.9999398460057748
BIHAR,SAMSTIPUR,0.11611846358594233,0.3586206896551724
BIHAR,SARAN,0.5127949103993924,0.9999168952048533
BIHAR,SHEIKHPURA,0.5725300417798108,0.999675535366645
BIHAR,SHEIKPURA,0.1745539311615057,0.5342465753424658
BIHAR,SHEOHAR,0.5317398482936012,0.9996644295302013
BIHAR,SITAMARHI,0.4782549213831187,0.9999241964827168
BIHAR,SIWAN,0.5280632757627522,0.9999047981721249
BIHAR,SUPAUL,0.5287530934244741,0.9999066641777115
BIHAR,VAISHALI,0.5258189759089678,0.9999306085629034
BIHAR,WEST CHAMPARAN,0.49242709212225444,0.9999188443434507
CHANDIGARH,CHANDIGARH,0.23751341251668068,0.33173686434709115
CHANDIGARH,MOHALI,0.09,0.5
CHANDIGARH,RUPNAGAR,0.11333333333333333,0.5
CHHATISGARH,RAIPUR,0.09,0.5
CHHATTISGARH,BALOD,0.46659505279452346,0.8233834476718728
CHHATTISGARH,BALODA BAZAR,0.4165729658213503,0.8308394623383211
CHHATTISGARH,BALRAMPUR,0.41895668913417233,0.9997787610619469
CHHATTISGARH,BASTAR,0.46268266376631983,0.8598974587605885
CHHATTISGARH,BEMETARA,0.5451302755030281,0.9999231183209041
CHHATTISGARH,BIJAPUR,0.6179724857739536,0.999613601236476
CHHATTISGARH,BILASPUR,0.462414273435347,0.9999395733881201
CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,0.7196150652843716,0.9998046493455753
CHHATTISGARH,DANTEWADA,0.772618646555977,0.9997968718261223
CHHATTISGARH,DHAMTARI,0.5616814792256986,0.9999022004889976
CHHATTISGARH,DURG,0.5421833704872839,0.9999367168712822
CHHATTISGARH,GARIYABAND,0.5925448682540722,0.9998326079678608
CHHATTISGARH,GAURELA-PENDRA-MARWAHI,0.4503410617930917,0.9976415094339622
CHHATTISGARH,GAURELLA PENDRA MARWAHI,0.0,0.0
CHHATTISGARH,JANJGIR - CHAMPA,0.1884231515342168,0.5260115606936416
CHHATTISGARH,JANJGIR CHAMPA,0.17420938808027583,0.4838709677419355
CHHATTISGARH,JANJGIR-CHAMPA,0.530152585318995,0.9033909574468085
CHHATTISGARH,JASHPUR,0.411366320518802,0.9000564652738566
CHHATTISGARH,KABEERDHAM,0.3916963579453136,0.9995625546806649
CHHATTISGARH,KANKER,0.58162042636379,0.9997766860205449
CHHATTISGARH,KAWARDHA,0.46027720650296844,0.9998248993171074
CHHATTISGARH,KHAIRAGARH CHHUIKHADAN GANDAI,0.13648381056741407,0.9975550122249389
CHHATTISGARH,KONDAGAON,0.5457767315351929,0.999843847595253
CHHATTISGARH,KORBA,0.44681987979695126,0.7157547688201585
CHHATTISGARH,KORIYA,0.5698848816132841,0.9998193641618497
CHHATTISGARH,MAHASAMUND,0.4153707275508052,0.7749380702072383
CHHATTISGARH,MANENDRAGARHCHIRMIRIBHARATPUR,0.29617927170868347,0.9915966386554622
CHHATTISGARH,MANENDRAGARH–CHIRMIRI–BHARATPUR,0.021766920724239747,0.1327334083239595
CHHATTISGARH,MOHALLA-MANPUR-AMBAGARH CHOWKI,0.10654681139755766,0.3333333333333333
CHHATTISGARH,MOHLA-MANPUR-AMBAGARH CHOUKI,0.28153929160071645,0.9987146529562982
CHHATTISGARH,MUNGELI,0.457141108085145,0.9998692468619247
CHHATTISGARH,NARAYANPUR,0.5839290696881317,0.9995949777237748
CHHATTISGARH,RAIGARH,0.6155671727066503,0.9999415273067478
CHHATTISGARH,RAIPUR,0.4744795291637625,0.7419564089257914
CHHATTISGARH,RAJNANDGAON,0.45892164623394116,0.8890882738629305
CHHATTISGARH,SAKTI,0.44536312531382655,0.9989177489177489
CHHATTISGARH,SARANGARH-BILAIGARH,0.052556393128987786,0.18181818181818182
CHHATTISGARH,SUKMA,0.5952910133475522,0.9996914532551682
CHHATTISGARH,SURAJPUR,0.563543478434852,0.9998734337425642
CHHATTISGARH,SURGUJA,0.3144693386039753,0.6007155247181266
CHHATTISGARH,UTTAR BASTAR KANKER,0.6417144809493969,0.9997931747673217
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,0.4185916296181495,0.9921259842519685
DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,0.6975348161856385,0.9995600527936648
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,0.5506152205875303,0.9965277777777778
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,0.4236050048940709,0.9841269841269841
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,0.042640254482359745,0.16666666666666666
DAMAN & DIU,DAMAN,0.6864201815121096,0.9956896551724138
DAMAN & DIU,DIU,0.5723344374804217,0.9947368421052631
DAMAN AND DIU,DAMAN,0.6346069476260464,0.9950738916256158
DAMAN AND DIU,DIU,0.6517324585484524,0.9957446808510638
DARBHANGA,NEAR UNIVERSITY THANA,0.0,0.0
DELHI,CENTRAL DELHI,0.43233216699653926,0.9997829390058607
DELHI,EAST DELHI,0.2790501411975865,0.3988967810185885
DELHI,NAJAFGARH,0.519066616687563,0.9952380952380953
DELHI,NEW DELHI,0.46435162244239025,0.9969512195121951
DELHI,NORTH DELHI,0.29767237589933315,0.43305407463823303
DELHI,NORTH EAST,0.6799587202597829,0.9999159663865547
DELHI,NORTH EAST   *,0.0,0.0
DELHI,NORTH EAST DELHI,0.3362775418024066,0.43814820381782654
DELHI,NORTH WEST DELHI,0.3850863125854686,0.6211002553569446
DELHI,SHAHDARA,0.22513585065223546,0.9989059080962801
DELHI,SOUTH DELHI,0.36366587021185387,0.6138600557627062
DELHI,SOUTH EAST DELHI,0.5281515998456972,0.9848484848484849
DELHI,SOUTH WEST DELHI,0.3188364199389966,0.5951524836862432
DELHI,WEST DELHI,0.31417945588821417,0.6803688720692506
GOA,BARDEZ,0.1999313186813187,0.6428571428571429
GOA,BICHOLIM,0.0,0.0
GOA,NORTH GOA,0.5749790062432671,0.9996531390912244
GOA,SOUTH GOA,0.5521244095726576,0.9995431703974418
GOA,TISWADI,0.075,0.5
GUJARAT,AHMADABAD,0.6973802072354586,0.9996219281663516
GUJARAT,AHMEDABAD,0.4618585713252436,0.792295526434704
GUJARAT,AMRELI,0.5883372103605614,0.9998285910181693
GUJARAT,ANAND,0.6081905319364399,0.9999115357395613
GUJARAT,ARVALLI,0.608927106869621,0.9995265151515151
GUJARAT,BANAS KANTHA,0.28834838665723844,0.98989898989899
GUJARAT,BANASKANTHA,0.5255896948373106,0.9999279071444019
GUJARAT,BHARUCH,0.48361960589774056,0.9998391507157793
GUJARAT,BHAVNAGAR,0.5780150042856536,0.9999250431002173
GUJARAT,BOTAD,0.5425409322530522,0.9991039426523297
GUJARAT,CHHOTAUDEPUR,0.6141868677919191,0.9996405463695184
GUJARAT,DAHOD,0.6259288530742709,0.9998808246931236
GUJARAT,DANG,0.0,0.0
GUJARAT,DEVBHUMI DWARKA,0.564668536654329,0.9992559523809523
GUJARAT,DOHAD,0.674895408650808,0.9995224450811844
GUJARAT,GANDHINAGAR,0.3793461251067344,0.6086956521739131
GUJARAT,GIR SOMNATH,0.5497977820873104,0.999603489294211
GUJARAT,JAMNAGAR,0.5268768111576606,0.9998342724560823
GUJARAT,JUNAGADH,0.6319039818014989,0.9999176073164703
GUJARAT,KACHCHH,0.45225568210181066,0.9192382700470345
GUJARAT,KHEDA,0.603917428990998,0.9999095759110227
GUJARAT,MAHESANA,0.5354359954983876,0.9999062089664228
GUJARAT,MAHISAGAR,0.6315556155079338,0.9995249406175772
GUJARAT,MORBI,0.391731780012823,0.9993506493506493
GUJARAT,NARMADA,0.6016004343766116,0.9996761658031088
GUJARAT,NAVSARI,0.5450275562923684,0.999708284714119
GUJARAT,PANCH MAHALS,0.17360603864734298,0.4652777777777778
GUJARAT,PANCHMAHALS,0.6605906918286726,0.9999083409715857
GUJARAT,PATAN,0.5828370686117372,0.9998052201012856
GUJARAT,PORBANDAR,0.5606345343596828,0.9996519317786287
GUJARAT,RAJKOT,0.3736931821735943,0.6043991220047558
GUJARAT,SABAR KANTHA,0.18841616627116978,0.496875
GUJARAT,SABARKANTHA,0.5945378854645986,0.9999003289145819
GUJARAT,SURAT,0.2840098656145422,0.46417461769703305
GUJARAT,SURENDRA NAGAR,0.5827887684627748,0.9998525726079905
GUJARAT,SURENDRANAGAR,0.13468068485706525,0.4601226993865031
GUJARAT,TAPI,0.6608055061961442,0.9997269251774986
GUJARAT,THE DANGS,0.65992912317826,0.9995821145006268
GUJARAT,VADODARA,0.5845892222733677,0.9999434836667797
GUJARAT,VALSAD,0.5175592377737768,0.9998584371460929
HARYANA,AKHERA,0.05,0.5
HARYANA,AMBALA,0.5479061414403682,0.9253095975232198
HARYANA,BHIWANI,0.5894889406075086,0.8724149621426149
HARYANA,CHARKHI DADRI,0.4052587210664888,0.9986842105263158
HARYANA,FARIDABAD,0.2711837493007112,0.3827286039700618
HARYANA,FATEHABAD,0.483172481555145,0.8175540893048949
HARYANA,GURGAON,0.26158188372681523,0.6486909504837791
HARYANA,GURUGRAM,0.0,0.0
HARYANA,HISAR,0.47559877666410333,0.6667560321715817
HARYANA,JHAJJAR,0.49877238365251353,0.9997275946608554
HARYANA,JHAJJAR *,0.0,0.0
HARYANA,JIND,0.5372960923196383,0.6979953992770292
HARYANA,KAITHAL,0.5309236083860092,0.9583931133428981
HARYANA,KARNAL,0.5455132576138518,0.8212609845576316
HARYANA,KURUKSHETRA,0.5967720975581763,0.9997812773403325
HARYANA,MAHENDRAGARH,0.48765838524316985,0.7749701551929964
HARYANA,MEWAT,0.3196831769667325,0.595906432748538
HARYANA,NUH,0.0,0.0
HARYANA,PALWAL,0.3127811658641163,0.6974692361272348
HARYANA,PANCHKULA,0.35775412103173126,0.5845794392523365
HARYANA,PANIPAT,0.45754517886727564,0.9998101025446259
HARYANA,REWARI,0.3681750277866297,0.861154144074361
HARYANA,ROHTAK,0.6195545147407863,0.8741492537313433
HARYANA,SIRSA,0.4764640632731688,0.7198071514664524
HARYANA,SONIPAT,0.45213509606423763,0.845402448554311
HARYANA,YAMUNA NAGAR,0.5002012687045834,0.7727975270479135
HARYANA,YAMUNANAGAR,0.5953119942080376,0.989010989010989
HIMACHAL PRADESH,BILASPUR,0.6317298482452185,0.9994959677419355
HIMACHAL PRADESH,CHAMBA,0.5536209391942287,0.9996330275229358
HIMACHAL PRADESH,HAMIRPUR,0.6393235740983014,0.9994900560938297
HIMACHAL PRADESH,KANGRA,0.6081486429087133,0.9998594123435962
HIMACHAL PRADESH,KINNAUR,0.6606779032450076,0.9982993197278912
HIMACHAL PRADESH,KULLU,0.5636736281466269,0.9994040524433849
HIMACHAL PRADESH,LAHAUL AND SPITI,0.16160714285714287,0.5
HIMACHAL PRADESH,LAHUL & SPITI,0.34090929495037,0.9838709677419355
HIMACHAL PRADESH,LAHUL AND SPITI,0.38205095700201974,0.9767441860465116
HIMACHAL PRADESH,MANDI,0.6678959880059734,0.9998136067101584
HIMACHAL PRADESH,SHIMLA,0.5982630445984178,0.9996899224806202
HIMACHAL PRADESH,SIRMAUR,0.45740952294208537,0.9112818721620678
HIMACHAL PRADESH,SOLAN,0.6477513473577797,0.9996378123868164
HIMACHAL PRADESH,UNA,0.6404453493926806,0.9995493465525012
JAIPUR,NEAR MEERA HOSPITAL,0.0,0.0
JAMMU & KASHMIR,ANANTNAG,0.039285714285714285,0.25
JAMMU & KASHMIR,BADGAM,0.16666666666666666,0.6666666666666666
JAMMU & KASHMIR,BANDIPUR,0.05,0.5
JAMMU & KASHMIR,BARAMULA,0.11461104255221903,0.4411764705882353
JAMMU & KASHMIR,DODA,0.06999999999999999,0.5
JAMMU & KASHMIR,JAMMU,0.21033738044929967,0.6323529411764706
JAMMU & KASHMIR,KARGIL,0.03333333333333333,0.16666666666666666
JAMMU & KASHMIR,KATHUA,0.13239904112115064,0.6363636363636364
JAMMU & KASHMIR,KUPWARA,0.08095238095238096,0.3333333333333333
JAMMU & KASHMIR,LEH (LADAKH),0.08333333333333333,0.5
JAMMU & KASHMIR,PULWAMA,0.05,0.5
JAMMU & KASHMIR,PUNCH,0.1,0.75
JAMMU & KASHMIR,RAJAURI,0.15982142857142856,0.5
JAMMU & KASHMIR,SRINAGAR,0.18047619047619046,0.6666666666666666
JAMMU & KASHMIR,UDHAMPUR,0.215,0.75
JAMMU AND KASHMIR,?,0.05,0.5
JAMMU AND KASHMIR,ANANTNAG,0.399248818970869,0.6839513325608343
JAMMU AND KASHMIR,BADGAM,0.5539416693982108,0.9992795389048992
JAMMU AND KASHMIR,BANDIPORE,0.45048958744534484,0.999104744852283
JAMMU AND KASHMIR,BANDIPUR,0.0,0.0
JAMMU AND KASHMIR,BARAMULA,0.473988300342327,0.8809977481378832
JAMMU AND KASHMIR,BUDGAM,0.259928302563227,0.39755571531272466
JAMMU AND KASHMIR,DODA,0.6132123194855106,0.9995527728085868
JAMMU AND KASHMIR,GANDERBAL,0.494109930355959,0.9987484355444305
JAMMU AND KASHMIR,JAMMU,0.6018706411534926,0.9998835313300722
JAMMU AND KASHMIR,KARGIL,0.5431254896912058,0.9932885906040269
JAMMU AND KASHMIR,KATHUA,0.47415390203275587,0.9995219885277247
JAMMU AND KASHMIR,KISHTWAR,0.6126921312904021,0.9993634627625716
JAMMU AND KASHMIR,KULGAM,0.508687069056006,0.9994490358126722
JAMMU AND KASHMIR,KUPWARA,0.37200773388428215,0.6167140151515151
JAMMU AND KASHMIR,LEH,0.5554379363591362,0.9919354838709677
JAMMU AND KASHMIR,POONCH,0.0,0.0
JAMMU AND KASHMIR,PULWAMA,0.3678238171137115,0.5500502176096418
JAMMU AND KASHMIR,PUNCH,0.4982601267588763,0.9994114184814596
JAMMU AND KASHMIR,RAJOURI,0.6355780256200704,0.9996892479801118
JAMMU AND KASHMIR,RAMBAN,0.5716930228212729,0.9990356798457087
JAMMU AND KASHMIR,REASI,0.612495166099092,0.9993247805536799
JAMMU AND KASHMIR,SAMBA,0.4658351998731306,0.9985401459854014
JAMMU AND KASHMIR,SHOPIAN,0.0,0.0
JAMMU AND KASHMIR,SHUPIYAN,0.5136192781971932,0.9990253411306043
JAMMU AND KASHMIR,SRINAGAR,0.5318902010557556,0.9997527200791295
JAMMU AND KASHMIR,UDHAMPUR,0.5753159145065805,0.9996938150642989
JHARKHAND,BOKARO,0.5647404656425509,0.9999098611862268
JHARKHAND,BOKARO *,0.1,0.5
JHARKHAND,CHATRA,0.5549023314959469,0.9998195271611623
JHARKHAND,DEOGHAR,0.5238428897323281,0.9998302783435167
JHARKHAND,DHANBAD,0.5695567446041496,0.9999433748584371
JHARKHAND,DUMKA,0.5303971087568469,0.9998780190290315
JHARKHAND,EAST SINGHBHUM,0.5995842114979318,0.9999217037269026
JHARKHAND,EAST SINGHBUM,0.0,0.0
JHARKHAND,GARHWA,0.619878266105425,0.9998887405429462
JHARKHAND,GARHWA *,0.6862669909625785,0.9987849331713244
JHARKHAND,GIRIDIH,0.5172662363881172,0.9999003686360466
JHARKHAND,GODDA,0.5216257037500667,0.9998462011688711
JHARKHAND,GUMLA,0.5842606934730299,0.9998878546596389
JHARKHAND,HAZARIBAG,0.5237474439962408,0.9990069513406157
JHARKHAND,HAZARIBAGH,0.5232690340480979,0.999822695035461
JHARKHAND,JAMTARA,0.528707203429896,0.9997196523689375
JHARKHAND,KHUNTI,0.6062461781778425,0.9997960848287113
JHARKHAND,KODARMA,0.582887825827481,0.9984399375975039
JHARKHAND,KODERMA,0.559321819736139,0.9997278170930866
JHARKHAND,LATEHAR,0.5183652093696702,0.9996868149076104
JHARKHAND,LOHARDAGA,0.6083900757904296,0.9997739091114628
JHARKHAND,PAKAUR,0.474879127997753,0.9957446808510638
JHARKHAND,PAKUR,0.4759931463561401,0.9996423462088698
JHARKHAND,PALAMAU,0.5233145659200122,0.9965635738831615
JHARKHAND,PALAMU,0.5133935994742792,0.9998917514613552
JHARKHAND,PASHCHIMI SINGHBHUM,0.5712427091859518,0.9994788952579469
JHARKHAND,PURBI SINGHBHUM,0.710295758409792,0.9996347699050402
JHARKHAND,RAMGARH,0.5258199349074901,0.9996642041638684
JHARKHAND,RANCHI,0.549063048268206,0.999942568343671
JHARKHAND,SAHEBGANJ,0.49204018730805243,0.9997617913292044
JHARKHAND,SAHIBGANJ,0.5287309119074045,0.9938650306748467
JHARKHAND,SERAIKELA-KHARSAWAN,0.6013198222003142,0.9998583368749114
JHARKHAND,SIMDEGA,0.6073483301284957,0.9998689384010485
JHARKHAND,WEST SINGHBHUM,0.5890908310493378,0.9999138970208369
KARNATAKA,BAGALKOT,0.5025481441656273,0.9998213009292352
KARNATAKA,BAGALKOT *,0.6338303397011196,0.9947089947089947
